,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,"Estimate!!Total!!Owner occupied!!Less than $5,000","Estimate!!Total!!Owner occupied!!$5,000 to $9,999","Estimate!!Total!!Owner occupied!!$10,000 to $14,999","Estimate!!Total!!Owner occupied!!$15,000 to $19,999","Estimate!!Total!!Owner occupied!!$20,000 to $24,999","Estimate!!Total!!Owner occupied!!$25,000 to $34,999","Estimate!!Total!!Owner occupied!!$35,000 to $49,999","Estimate!!Total!!Owner occupied!!$50,000 to $74,999","Estimate!!Total!!Owner occupied!!$75,000 to $99,999","Estimate!!Total!!Owner occupied!!$100,000 to $149,999","Estimate!!Total!!Owner occupied!!$150,000 or more",Estimate!!Total!!Renter occupied,"Estimate!!Total!!Renter occupied!!Less than $5,000","Estimate!!Total!!Renter occupied!!$5,000 to $9,999","Estimate!!Total!!Renter occupied!!$10,000 to $14,999","Estimate!!Total!!Renter occupied!!$15,000 to $19,999","Estimate!!Total!!Renter occupied!!$20,000 to $24,999","Estimate!!Total!!Renter occupied!!$25,000 to $34,999","Estimate!!Total!!Renter occupied!!$35,000 to $49,999","Estimate!!Total!!Renter occupied!!$50,000 to $74,999","Estimate!!Total!!Renter occupied!!$75,000 to $99,999","Estimate!!Total!!Renter occupied!!$100,000 to $149,999","Estimate!!Total!!Renter occupied!!$150,000 or more",zip code tabulation area,50k or Higher Total,% 50k or Higher
948,ZCTA5 38016,18646,9524,131,89,83,140,193,435,900,2504,1442,1976,1631,9122,455,81,216,225,453,856,1661,2492,1581,656,446,38016,5175,0.277539418642068
949,ZCTA5 92121,1798,990,0,0,11,9,0,28,69,47,107,244,475,808,103,34,41,27,19,56,29,58,166,150,125,92121,499,0.2775305895439377
950,ZCTA5 58040,531,306,4,6,6,8,4,8,23,69,47,105,26,225,0,2,7,2,7,0,60,70,58,19,0,58040,147,0.2768361581920904
951,ZCTA5 07644,8927,3629,76,87,125,80,62,203,374,420,523,849,830,5298,226,172,201,451,363,673,741,902,818,398,353,7644,2471,0.276800716926179
952,ZCTA5 95325,47,34,0,0,0,0,0,0,0,34,0,0,0,13,0,0,0,0,0,0,0,0,13,0,0,95325,13,0.2765957446808511
953,ZCTA5 23177,210,149,0,0,18,8,0,16,17,36,23,17,14,61,0,0,0,0,0,3,0,25,0,21,12,23177,58,0.2761904761904762
954,ZCTA5 99775,163,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,53,65,45,0,0,0,99775,45,0.27607361963190186
955,ZCTA5 02148,23076,9432,157,92,175,263,273,530,928,1326,1447,2279,1962,13644,1054,716,1365,472,455,1440,1775,2408,1574,1439,946,2148,6367,0.2759143699081297
956,ZCTA5 52657,29,21,0,0,0,1,0,0,5,10,1,4,0,8,0,0,0,0,0,0,0,7,0,1,0,52657,8,0.27586206896551724
957,ZCTA5 84031,87,63,0,0,0,0,0,8,20,0,7,21,7,24,0,0,0,0,0,0,0,8,16,0,0,84031,24,0.27586206896551724
958,ZCTA5 65354,232,139,0,3,1,9,2,25,21,36,1,41,0,93,1,2,0,0,3,10,13,62,0,2,0,65354,64,0.27586206896551724
959,ZCTA5 90813,17148,2027,19,9,99,40,80,155,251,444,371,351,208,15121,526,583,1657,1385,1263,2518,2460,2491,1188,733,317,90813,4729,0.2757756006531374
960,ZCTA5 04101,9033,1687,43,10,15,40,67,70,135,316,321,240,430,7346,477,703,684,538,405,889,1160,1239,629,456,166,4101,2490,0.27565592826303553
961,ZCTA5 96817,19225,7611,123,123,115,151,170,375,780,1190,911,1331,2342,11614,606,931,1069,722,532,1105,1350,2004,1205,1300,790,96817,5299,0.27563068920676204
962,ZCTA5 55413,6518,2594,69,11,81,59,39,178,282,322,320,639,594,3924,210,187,456,326,218,277,454,655,541,396,204,55413,1796,0.27554464559680886
963,ZCTA5 40209,98,21,0,0,0,0,0,8,7,6,0,0,0,77,0,0,9,7,14,20,0,27,0,0,0,40209,27,0.2755102040816326
964,ZCTA5 94705,5805,3254,44,35,15,32,43,116,163,200,302,512,1792,2551,52,99,245,112,106,108,231,441,185,393,579,94705,1598,0.2752799310938846
965,ZCTA5 33637,6258,2391,49,0,65,54,68,220,377,537,301,480,240,3867,370,91,146,172,191,397,778,1052,490,123,57,33637,1722,0.2751677852348993
966,ZCTA5 02171,7886,4493,119,28,155,65,105,253,282,623,690,1042,1131,3393,160,50,219,68,245,247,235,649,583,548,389,2171,2169,0.27504438244991125
967,ZCTA5 93669,80,47,0,0,0,0,0,20,27,0,0,0,0,33,0,0,0,0,11,0,0,22,0,0,0,93669,22,0.275
968,ZCTA5 92804,24572,10006,96,91,102,247,206,667,812,1804,1734,2294,1953,14566,571,408,1214,813,793,1563,2447,2361,1991,1720,685,92804,6757,0.2749877909816051
969,ZCTA5 25206,204,148,0,16,5,6,7,27,34,33,13,0,7,56,0,0,0,0,0,0,0,16,40,0,0,25206,56,0.27450980392156865
970,ZCTA5 94702,7466,3381,11,29,29,117,63,115,241,370,266,890,1250,4085,173,210,468,214,209,383,381,647,350,542,508,94702,2047,0.27417626573801235
971,ZCTA5 77082,22334,7774,131,111,244,151,322,312,908,1560,1161,1362,1512,14560,1028,628,674,903,703,2107,2396,2518,1257,1685,661,77082,6121,0.274066445777738
972,ZCTA5 33973,3811,790,0,11,12,33,36,54,209,191,120,89,35,3021,287,204,104,263,175,511,433,621,318,81,24,33973,1044,0.2739438467593807
973,ZCTA5 32407,4503,2389,52,29,83,136,106,165,256,465,387,331,379,2114,84,81,128,44,136,289,119,666,286,243,38,32407,1233,0.27381745502998
974,ZCTA5 60040,1999,768,9,8,21,18,27,43,69,87,110,107,269,1231,76,66,32,63,105,138,204,165,190,162,30,60040,547,0.2736368184092046
975,ZCTA5 84714,183,113,0,0,0,23,20,6,24,30,10,0,0,70,0,20,0,0,0,0,0,50,0,0,0,84714,50,0.273224043715847
976,ZCTA5 12766,194,141,7,0,0,3,21,26,10,41,8,25,0,53,0,0,0,0,0,0,0,42,0,11,0,12766,53,0.27319587628865977
977,ZCTA5 60603,564,325,5,0,0,18,0,18,6,12,18,60,188,239,44,0,0,0,17,11,13,17,31,0,106,60603,154,0.2730496453900709
978,ZCTA5 99105,22,12,2,0,0,0,2,0,2,3,3,0,0,10,0,0,0,1,1,2,0,0,0,5,1,99105,6,0.2727272727272727
979,ZCTA5 19545,286,164,0,0,0,0,0,12,0,68,72,12,0,122,0,0,0,0,0,0,44,59,19,0,0,19545,78,0.2727272727272727
980,ZCTA5 03847,198,144,0,0,0,0,0,0,0,0,45,78,21,54,0,0,0,0,0,0,0,54,0,0,0,3847,54,0.2727272727272727
981,ZCTA5 79754,33,21,0,0,3,0,0,0,3,0,2,13,0,12,0,0,0,0,0,3,0,6,0,3,0,79754,9,0.2727272727272727
982,ZCTA5 22030,19357,11753,27,91,30,90,128,346,501,960,1047,2689,5844,7604,351,230,144,135,159,565,745,1036,1279,1728,1232,22030,5275,0.27251123624528595
983,ZCTA5 90701,4602,2181,37,18,75,48,70,188,184,389,243,468,461,2421,71,67,37,128,148,264,452,618,272,232,132,90701,1254,0.27249022164276404
984,ZCTA5 92106,7461,4298,160,45,16,101,74,60,214,531,393,811,1893,3163,58,13,192,62,232,179,395,616,268,597,551,92106,2032,0.27234955099852565
985,ZCTA5 93901,9690,4059,133,14,66,62,87,191,471,694,632,771,938,5631,149,181,411,319,410,819,703,1157,611,662,209,93901,2639,0.2723426212590299
986,ZCTA5 73638,92,51,9,0,0,0,0,3,12,0,6,4,17,41,5,0,0,7,0,4,0,25,0,0,0,73638,25,0.2717391304347826
987,ZCTA5 01611,792,506,0,0,0,19,18,42,48,71,69,144,95,286,0,15,0,0,0,34,22,71,49,30,65,1611,215,0.27146464646464646
988,ZCTA5 79003,70,45,2,2,4,2,9,2,0,3,10,4,7,25,0,0,0,0,0,6,0,6,11,0,2,79003,19,0.2714285714285714
989,ZCTA5 11501,7586,4979,119,64,27,77,67,271,467,440,778,1193,1476,2607,38,0,66,26,65,106,248,576,540,426,516,11501,2058,0.2712892169786449
990,ZCTA5 64108,4174,1521,20,43,3,46,137,169,169,289,133,206,306,2653,276,190,156,258,154,240,247,455,245,286,146,64108,1132,0.27120268327743174
991,ZCTA5 91786,19085,8107,219,92,144,143,265,533,866,1618,1163,1866,1198,10978,539,516,707,557,576,1279,1629,2748,1027,1085,315,91786,5175,0.27115535761068904
992,ZCTA5 20710,3630,895,30,0,33,8,51,94,117,185,113,192,72,2735,85,152,232,91,154,390,647,492,166,243,83,20710,984,0.27107438016528923
993,ZCTA5 76051,20081,10812,207,82,106,90,175,371,611,1435,1255,2575,3905,9269,169,172,266,286,498,687,1748,1770,1622,1321,730,76051,5443,0.2710522384343409
994,ZCTA5 92507,16763,5388,118,161,110,173,102,396,614,896,929,1113,776,11375,985,390,1158,569,729,1216,1785,2272,1242,730,299,92507,4543,0.2710135417288075
995,ZCTA5 96822,18253,9498,158,120,21,194,195,625,963,1478,1215,1859,2670,8755,330,268,290,345,370,752,1454,1912,1379,998,657,96822,4946,0.2709691557552183
996,ZCTA5 60640,34969,11066,127,183,180,168,144,621,643,1601,1594,2128,3677,23903,1659,1997,1423,1490,1620,2734,3508,3656,2105,2610,1101,60640,9472,0.2708684835139695
997,ZCTA5 17886,499,188,0,0,22,14,12,0,21,38,35,21,25,311,0,0,0,0,142,0,34,85,50,0,0,17886,135,0.27054108216432865
998,ZCTA5 03910,159,71,0,0,0,0,0,0,29,14,0,0,28,88,0,0,0,0,0,0,45,43,0,0,0,3910,43,0.27044025157232704
999,ZCTA5 93013,6232,3457,96,0,76,72,105,195,212,458,318,695,1230,2775,67,67,83,131,100,179,463,700,372,263,350,93013,1685,0.27037869062901154
1000,ZCTA5 88436,37,20,0,10,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,7,0,10,0,0,0,88436,10,0.2702702702702703
1001,ZCTA5 33304,9329,3418,61,72,70,123,77,231,300,537,431,638,878,5911,318,271,462,345,283,662,1050,1051,441,568,460,33304,2520,0.27012541537142243
1002,ZCTA5 02155,22972,13142,172,140,191,277,332,584,1066,1362,1628,2952,4438,9830,329,433,440,411,414,737,862,1758,1110,1939,1397,2155,6204,0.2700679087584886
1003,ZCTA5 04066,367,227,7,8,7,0,11,31,15,16,24,56,52,140,0,0,0,10,15,0,16,61,30,8,0,4066,99,0.26975476839237056
1004,ZCTA5 90042,20622,9098,201,119,201,271,251,455,1204,1476,1147,1780,1993,11524,296,426,666,722,890,1205,1757,2411,1136,1409,606,90042,5562,0.2697119581029968
1005,ZCTA5 97856,178,103,0,1,10,2,7,11,23,22,5,17,5,75,0,8,4,0,1,2,12,45,3,0,0,97856,48,0.2696629213483146
1006,ZCTA5 90013,6966,607,23,0,16,0,51,37,9,54,123,107,187,6359,1068,494,1433,276,390,494,327,351,317,659,550,90013,1877,0.26945162216480045
1007,ZCTA5 90755,4607,2128,85,0,11,15,55,32,85,398,264,620,563,2479,94,56,141,213,115,246,373,367,371,421,82,90755,1241,0.2693726937269373
1008,ZCTA5 33154,6272,3428,67,120,174,86,122,247,239,373,311,645,1044,2844,141,98,9,27,109,333,438,594,345,371,379,33154,1689,0.2692920918367347
1009,ZCTA5 95123,22645,14371,178,157,213,183,159,585,838,1483,1585,3060,5930,8274,187,110,266,222,235,363,794,1319,1063,2021,1694,95123,6097,0.26924265842349304
1010,ZCTA5 79021,52,19,0,0,1,5,0,0,2,8,2,1,0,33,0,0,0,6,4,7,2,13,0,0,1,79021,14,0.2692307692307692
1011,ZCTA5 95130,5137,3067,11,38,70,61,37,89,214,228,189,405,1725,2070,46,0,91,16,168,68,298,303,323,355,402,95130,1383,0.2692232820712478
1012,ZCTA5 33141,17739,5391,148,104,358,130,142,365,478,965,830,752,1119,12348,315,1255,659,803,1079,1443,2020,2185,1406,770,413,33141,4774,0.2691245278764305
1013,ZCTA5 14604,1598,0,0,0,0,0,0,0,0,0,0,0,0,1598,211,135,252,122,104,98,246,160,117,86,67,14604,430,0.2690863579474343
1014,ZCTA5 27510,7151,2337,7,37,7,0,97,189,133,473,542,383,469,4814,218,337,366,308,377,498,788,1076,540,143,163,27510,1922,0.2687735980981681
1015,ZCTA5 22150,9062,5419,50,42,94,103,105,178,297,594,506,1407,2043,3643,97,106,154,129,83,257,382,735,636,718,346,22150,2435,0.2687044802471861
1016,ZCTA5 70130,7596,2475,56,25,86,100,89,106,212,324,225,476,776,5121,444,378,478,392,225,622,541,755,395,538,353,70130,2041,0.2686940494997367
1017,ZCTA5 21044,17952,10677,100,63,119,160,94,230,505,1045,1397,2068,4896,7275,153,181,474,180,352,467,645,1097,1576,1375,775,21044,4823,0.2686608734402852
1018,ZCTA5 02458,4951,3021,31,4,24,17,8,210,201,205,389,417,1515,1930,74,15,46,48,108,138,171,417,205,278,430,2458,1330,0.2686325994748536
1019,ZCTA5 93666,231,39,0,0,19,0,0,0,10,0,6,4,0,192,7,28,6,32,7,24,26,56,6,0,0,93666,62,0.2683982683982684
1020,ZCTA5 96708,3630,2219,17,20,54,47,60,118,132,434,342,398,597,1411,64,48,40,20,44,65,156,213,135,344,282,96708,974,0.26831955922865014
1021,ZCTA5 10452,26126,702,18,0,0,27,46,91,45,166,93,97,119,25424,1628,2661,2996,2437,1880,3519,3293,3550,1766,1315,379,10452,7010,0.2683150884176682
1022,ZCTA5 31408,3091,1188,19,21,64,68,44,138,292,248,119,124,51,1903,120,39,87,82,168,259,319,552,105,115,57,31408,829,0.26819799417664186
1023,ZCTA5 20688,843,442,10,0,0,0,0,0,82,56,14,82,198,401,10,0,0,24,24,51,66,45,95,73,13,20688,226,0.2680901542111507
1024,ZCTA5 31407,4823,3011,0,0,53,20,123,126,318,474,726,662,509,1812,51,13,90,87,0,48,232,320,438,350,183,31407,1291,0.2676757205059092
1025,ZCTA5 96779,830,578,21,9,8,17,23,23,69,63,47,154,144,252,11,9,0,5,0,5,0,39,51,83,49,96779,222,0.2674698795180723
1026,ZCTA5 32204,3825,1070,17,65,62,29,28,96,181,164,52,244,132,2755,306,254,153,216,171,320,312,559,108,256,100,32204,1023,0.26745098039215687
1027,ZCTA5 10591,8742,4448,80,40,51,48,133,138,223,526,465,653,2091,4294,100,109,251,162,202,591,541,612,345,742,639,10591,2338,0.26744452070464425
1028,ZCTA5 98409,9956,3515,108,49,61,106,95,200,425,1018,470,796,187,6441,225,358,276,290,446,951,1233,1443,616,497,106,98409,2662,0.2673764564081961
1029,ZCTA5 03101,1657,154,0,0,0,0,13,14,15,29,11,61,11,1503,142,162,211,138,87,209,111,102,83,155,103,3101,443,0.26735063367531686
1030,ZCTA5 07504,3554,1241,17,14,20,9,0,52,146,177,375,336,95,2313,64,207,80,233,67,362,350,379,202,230,139,7504,950,0.26730444569499157
1031,ZCTA5 94618,7285,4702,52,24,47,39,69,100,177,327,321,577,2969,2583,52,26,93,72,77,113,203,394,275,410,868,94618,1947,0.26726149622512013
1032,ZCTA5 08852,6612,4444,41,19,183,65,26,183,257,307,581,1152,1630,2168,17,0,53,45,47,94,145,479,467,566,255,8852,1767,0.2672413793103448
1033,ZCTA5 94587,21484,13839,116,70,234,189,270,480,859,1695,1600,2658,5668,7645,165,116,133,169,181,312,830,1319,1472,1333,1615,94587,5739,0.26712902625209456
1034,ZCTA5 95385,176,73,0,0,0,0,7,14,7,26,0,19,0,103,0,0,7,0,0,49,0,40,7,0,0,95385,47,0.26704545454545453
1035,ZCTA5 97201,9116,2714,49,17,0,49,114,111,159,295,227,488,1205,6402,1038,441,474,388,256,667,704,717,687,620,410,97201,2434,0.2670030715225976
1036,ZCTA5 30345,9982,5099,24,22,101,62,95,178,276,671,803,876,1991,4883,166,148,148,235,146,465,911,1224,546,553,341,30345,2664,0.2668803846924464
1037,ZCTA5 20166,3942,2265,12,6,37,42,0,0,104,268,248,521,1027,1677,16,0,28,85,0,317,179,296,212,368,176,20166,1052,0.26686960933536275
1038,ZCTA5 78703,9479,5134,13,45,23,26,69,137,195,347,535,759,2985,4345,247,44,77,111,344,411,582,856,373,541,759,78703,2529,0.26680029538980904
1039,ZCTA5 96113,390,188,0,0,0,0,40,24,49,68,7,0,0,202,0,0,5,3,0,24,66,86,4,12,2,96113,104,0.26666666666666666
1040,ZCTA5 99751,30,15,0,1,0,0,1,0,4,5,1,2,1,15,2,0,1,0,0,2,2,3,5,0,0,99751,8,0.26666666666666666
1041,ZCTA5 07927,1624,1084,26,0,10,46,14,0,68,150,216,200,354,540,0,0,0,27,12,0,68,34,27,124,248,7927,433,0.2666256157635468
1042,ZCTA5 10604,3760,2130,29,0,31,85,29,58,73,178,293,452,902,1630,23,49,170,70,73,114,129,370,233,152,247,10604,1002,0.26648936170212767
1043,ZCTA5 01375,1610,673,0,0,0,15,27,48,40,180,73,129,161,937,37,73,13,34,182,114,55,257,87,62,23,1375,429,0.26645962732919254
1044,ZCTA5 59716,927,508,0,17,17,0,0,28,45,92,21,157,131,419,0,0,34,19,19,33,67,107,53,59,28,59716,247,0.2664509169363538
1045,ZCTA5 28262,15950,5603,94,39,24,182,119,495,489,1365,987,1006,803,10347,1204,275,398,522,500,1138,2064,2008,1348,664,226,28262,4246,0.26620689655172414
1046,ZCTA5 06830,9652,4975,135,42,103,50,6,176,239,272,352,688,2912,4677,116,82,170,431,394,407,509,569,437,587,975,6830,2568,0.2660588479071695
1047,ZCTA5 11516,2165,1432,67,28,11,14,0,42,60,64,155,455,536,733,17,0,46,0,47,29,18,210,198,126,42,11516,576,0.2660508083140878
1048,ZCTA5 21076,6961,4749,51,0,47,39,62,35,304,468,519,1349,1875,2212,19,0,14,10,19,46,253,569,277,589,416,21076,1851,0.265910070392185
1049,ZCTA5 06042,9729,5639,89,35,91,107,152,285,543,1071,1286,1231,749,4090,197,87,106,92,148,429,444,618,934,785,250,6042,2587,0.265906054065166
1050,ZCTA5 24580,222,163,0,0,0,23,0,24,17,38,19,42,0,59,0,0,0,0,0,0,0,59,0,0,0,24580,59,0.26576576576576577
1051,ZCTA5 80442,715,326,0,11,0,13,52,73,10,55,35,63,14,389,0,0,19,53,9,34,84,109,36,25,20,80442,190,0.26573426573426573
1052,ZCTA5 33924,49,36,12,9,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0,0,0,13,0,0,0,33924,13,0.2653061224489796
1053,ZCTA5 17606,230,0,0,0,0,0,0,0,0,0,0,0,0,230,62,14,0,16,34,0,43,61,0,0,0,17606,61,0.26521739130434785
1054,ZCTA5 52619,249,162,0,9,19,11,0,9,57,8,25,19,5,87,0,0,0,0,10,11,0,66,0,0,0,52619,66,0.26506024096385544
1055,ZCTA5 99784,83,48,3,3,2,3,7,5,4,13,6,2,0,35,4,2,0,3,2,0,2,11,6,5,0,99784,22,0.26506024096385544
1056,ZCTA5 95405,8369,4932,110,62,103,69,125,240,224,607,888,1007,1497,3437,163,29,116,54,189,416,252,796,680,531,211,95405,2218,0.26502569004660054
1057,ZCTA5 07003,18080,9391,124,22,116,212,260,338,529,1477,1737,2039,2537,8689,262,347,431,399,436,1075,950,1849,1184,1213,543,7003,4789,0.2648783185840708
1058,ZCTA5 07111,20403,5588,162,149,198,106,177,476,792,889,1002,1100,537,14815,721,1260,1148,1134,888,2251,2009,3154,1401,686,163,7111,5404,0.2648630103416164
1059,ZCTA5 99824,967,512,2,9,0,0,6,5,24,82,79,141,164,455,15,5,27,29,12,68,43,138,44,57,17,99824,256,0.2647362978283351
1060,ZCTA5 66930,68,44,0,0,2,1,1,2,16,4,9,0,9,24,0,0,0,0,0,0,6,0,18,0,0,66930,18,0.2647058823529412
1061,ZCTA5 90006,19419,1708,44,27,56,55,53,127,203,302,279,283,279,17711,577,776,1456,1922,1395,3107,3338,2856,1074,869,341,90006,5140,0.2646892218960812
1062,ZCTA5 02111,3476,845,15,0,0,0,0,14,83,36,88,154,455,2631,384,78,416,206,198,214,215,283,84,158,395,2111,920,0.2646720368239356
1063,ZCTA5 80520,499,354,27,0,10,0,12,68,17,101,74,45,0,145,0,0,0,0,0,0,13,28,49,44,11,80520,132,0.26452905811623245
1064,ZCTA5 95403,16532,8772,94,127,240,124,263,591,698,1095,1388,1948,2204,7760,206,150,564,425,204,488,1351,1767,1103,1017,485,95403,4372,0.26445681103314783
1065,ZCTA5 96146,454,305,12,0,33,0,24,0,16,40,25,46,109,149,0,0,13,0,4,0,12,58,24,8,30,96146,120,0.2643171806167401
1066,ZCTA5 68309,53,37,0,0,6,2,0,6,8,13,2,0,0,16,0,2,0,0,0,0,0,7,6,1,0,68309,14,0.2641509433962264
1067,ZCTA5 78702,9287,4188,127,50,102,171,191,371,360,698,390,860,868,5099,274,557,320,375,243,538,339,738,528,718,469,78702,2453,0.2641326585549693
1068,ZCTA5 85251,20456,9729,237,136,312,347,306,750,1039,1363,1171,1770,2298,10727,623,351,509,503,520,982,1838,2193,1301,1109,798,85251,5401,0.2640301134141572
1069,ZCTA5 94065,5192,3593,59,27,52,28,58,116,126,185,205,682,2055,1599,44,30,62,15,0,68,10,205,141,307,717,94065,1370,0.2638674884437596
1070,ZCTA5 91504,9414,4973,81,44,109,53,92,276,399,717,540,878,1784,4441,185,120,152,259,220,291,731,912,613,512,446,91504,2483,0.263756107924368
1071,ZCTA5 73103,2645,854,9,0,12,0,32,72,48,166,94,184,237,1791,124,134,147,80,134,150,325,243,209,156,89,73103,697,0.26351606805293004
1072,ZCTA5 60973,167,98,2,0,10,1,7,9,16,22,14,4,13,69,0,0,0,11,11,1,2,29,11,2,2,60973,44,0.2634730538922156
1073,ZCTA5 52801,661,6,0,0,0,0,0,0,0,0,0,0,6,655,24,91,45,45,49,153,74,111,6,27,30,52801,174,0.2632375189107413
1074,ZCTA5 16682,19,14,0,0,0,2,0,12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,16682,5,0.2631578947368421
1075,ZCTA5 02669,38,28,0,0,0,0,0,0,0,8,12,0,8,10,0,0,0,0,0,0,0,0,0,10,0,2669,10,0.2631578947368421
1076,ZCTA5 89020,422,201,0,0,19,23,15,8,44,46,39,0,7,221,0,34,0,21,0,10,45,83,0,6,22,89020,111,0.26303317535545023
1077,ZCTA5 81620,3399,1966,27,15,18,0,47,10,193,372,424,222,638,1433,0,11,56,74,101,128,169,362,206,306,20,81620,894,0.26301853486319504
1078,ZCTA5 98383,8518,4732,98,46,61,49,52,231,372,734,667,1306,1116,3786,90,84,102,156,136,337,641,904,686,517,133,98383,2240,0.26297252876262034
1079,ZCTA5 77070,20053,10010,174,31,156,247,226,581,959,1844,1366,2148,2278,10043,262,191,311,493,670,1297,1550,1923,1622,1090,634,77070,5269,0.2627537026878771
1080,ZCTA5 07034,3331,2119,85,0,22,40,64,68,232,297,290,602,419,1212,44,16,39,28,10,84,116,198,226,381,70,7034,875,0.26268387871510057
1081,ZCTA5 26631,99,73,0,19,0,35,0,19,0,0,0,0,0,26,0,0,0,0,0,0,0,10,0,16,0,26631,26,0.26262626262626265
1082,ZCTA5 73757,99,70,0,0,7,7,5,8,16,0,2,10,15,29,0,0,0,0,0,3,0,7,0,19,0,73757,26,0.26262626262626265
1083,ZCTA5 99701,6924,3018,99,16,17,48,80,251,318,539,527,679,444,3906,66,115,331,170,213,676,517,819,381,373,245,99701,1818,0.26256499133448874
1084,ZCTA5 92037,17064,9939,192,80,107,109,203,324,467,999,813,1549,5096,7125,355,230,201,273,281,574,736,1144,897,1135,1299,92037,4475,0.26224800750117205
1085,ZCTA5 23451,19992,10047,210,126,159,157,207,516,774,1229,1511,2154,3004,9945,410,191,326,350,591,1107,1730,2470,1124,1285,361,23451,5240,0.2621048419367747
1086,ZCTA5 90201,24065,5457,28,65,210,150,266,325,784,1198,988,999,444,18608,568,632,1171,1464,1626,3087,3755,3715,1512,827,251,90201,6305,0.2619987533762726
1087,ZCTA5 43735,172,105,0,0,0,0,0,0,70,14,21,0,0,67,0,0,0,8,14,0,0,21,24,0,0,43735,45,0.2616279069767442
1088,ZCTA5 83118,390,288,0,0,0,0,68,21,72,24,15,66,22,102,0,0,0,0,0,0,0,46,0,0,56,83118,102,0.26153846153846155
1089,ZCTA5 11561,16017,9533,169,96,100,199,254,454,621,1230,1016,1740,3654,6484,80,135,299,213,297,669,603,978,851,1144,1215,11561,4188,0.26147218580258474
1090,ZCTA5 02460,3664,2235,18,21,27,8,53,38,54,173,219,373,1251,1429,28,10,56,39,48,176,114,283,229,199,247,2460,958,0.2614628820960699
1091,ZCTA5 85281,23822,4752,245,129,175,309,204,366,661,863,701,575,524,19070,3129,1075,1311,1305,1326,2152,2544,2953,1250,1468,557,85281,6228,0.2614390059608765
1092,ZCTA5 99356,88,53,0,2,0,0,2,4,10,15,11,2,7,35,2,0,0,0,0,10,0,9,5,8,1,99356,23,0.26136363636363635
1093,ZCTA5 98033,16204,10263,140,37,98,154,169,241,442,901,915,2215,4951,5941,235,99,147,210,137,388,490,909,781,1174,1371,98033,4235,0.2613552209331029
1094,ZCTA5 07960,17839,11255,127,82,78,177,101,383,503,1114,1047,1661,5982,6584,90,301,221,316,101,206,688,1143,870,1445,1203,7960,4661,0.2612814619653568
1095,ZCTA5 71424,314,232,0,0,0,36,10,17,41,40,12,67,9,82,0,0,0,0,0,0,0,8,74,0,0,71424,82,0.2611464968152866
1096,ZCTA5 77081,18656,980,19,9,39,18,70,48,71,154,108,145,299,17676,705,681,1752,2034,2001,2959,2673,2466,1341,784,280,77081,4871,0.2610956260720412
1097,ZCTA5 01060,6486,2621,52,8,87,54,96,134,228,330,306,510,816,3865,189,257,477,228,179,420,422,704,485,336,168,1060,1693,0.26102374344742524
1098,ZCTA5 37165,23,15,0,1,3,2,0,2,3,1,2,1,0,8,0,0,0,2,0,0,0,6,0,0,0,37165,6,0.2608695652173913
1099,ZCTA5 17933,46,34,0,0,0,0,0,0,0,0,12,22,0,12,0,0,0,0,0,0,0,0,0,12,0,17933,12,0.2608695652173913
1100,ZCTA5 86021,809,154,0,0,9,0,0,0,31,55,18,24,17,655,64,36,13,61,0,163,107,83,51,26,51,86021,211,0.26081582200247216
1101,ZCTA5 92704,20269,10647,241,126,171,197,323,707,1120,1993,1647,2305,1817,9622,221,222,285,297,563,1022,1727,2284,1168,1181,652,92704,5285,0.26074300656174454
1102,ZCTA5 92130,19525,12993,191,82,48,163,53,185,518,701,743,2225,8084,6532,328,65,173,69,88,279,441,985,993,1469,1642,92130,5089,0.260640204865557
1103,ZCTA5 91506,7460,4036,54,67,73,65,87,152,346,576,599,736,1281,3424,173,157,146,110,98,401,395,588,394,436,526,91506,1944,0.26058981233243966
1104,ZCTA5 97205,4992,881,20,6,8,0,15,57,79,26,139,186,345,4111,452,739,437,191,146,535,311,564,293,259,184,97205,1300,0.2604166666666667
1105,ZCTA5 77384,7163,4588,79,17,44,22,64,213,307,751,697,948,1446,2575,44,62,23,59,191,144,187,789,347,457,272,77384,1865,0.2603657685327377
1106,ZCTA5 77069,8020,4441,98,45,143,68,155,296,527,621,404,956,1128,3579,92,189,94,52,112,501,451,944,662,387,95,77069,2088,0.2603491271820449
1107,ZCTA5 22125,396,275,0,0,0,4,3,15,8,13,33,48,151,121,0,0,13,2,0,0,3,41,26,24,12,22125,103,0.2601010101010101
1108,ZCTA5 33025,24198,11355,434,234,195,418,171,830,1460,2293,2136,2243,941,12843,767,341,362,292,673,1478,2637,3050,1731,1257,255,33025,6293,0.2600628151086867
1109,ZCTA5 30122,9275,4177,72,34,63,244,232,496,400,890,509,889,348,5098,109,180,226,182,251,726,1012,1247,639,427,99,30122,2412,0.26005390835579517
1110,ZCTA5 99348,450,160,4,2,8,3,17,28,17,33,26,14,8,290,15,8,11,12,18,13,96,114,3,0,0,99348,117,0.26
1111,ZCTA5 94030,8047,5161,80,54,84,112,97,131,361,413,576,1000,2253,2886,73,0,87,116,125,136,257,369,332,486,905,94030,2092,0.25997266061886415
