,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
1678,ZCTA5 18222,3570,3323,75,833,1161,1254,247,0,182,33,32,18222,3495,0.9789915966386554
1679,ZCTA5 63122,15897,12744,146,821,2412,9365,3153,188,626,849,1490,63122,15563,0.978989746493049
1680,ZCTA5 50248,1758,1244,0,292,491,461,514,37,133,177,167,50248,1721,0.9789533560864618
1681,ZCTA5 19317,3608,2945,9,395,455,2086,663,67,61,132,403,19317,3532,0.9789356984478935
1682,ZCTA5 77406,15096,13113,255,1416,3896,7546,1983,63,537,678,705,77406,14778,0.9789348171701113
1683,ZCTA5 89138,5790,3940,56,266,821,2797,1850,66,229,673,882,89138,5668,0.9789291882556131
1684,ZCTA5 60173,5695,1886,50,262,434,1140,3809,70,353,890,2496,60173,5575,0.9789288849868305
1685,ZCTA5 91916,664,624,14,89,326,195,40,0,26,0,14,91916,650,0.9789156626506024
1686,ZCTA5 19027,8533,4959,100,621,947,3291,3574,80,911,1063,1520,19027,8353,0.9789054259932028
1687,ZCTA5 34110,10901,8431,182,1078,2312,4859,2470,48,487,749,1186,34110,10671,0.9789010182552059
1688,ZCTA5 21114,9763,7591,165,826,1692,4908,2172,41,223,642,1266,21114,9557,0.9788999283007273
1689,ZCTA5 50161,758,645,9,221,198,217,113,7,26,64,16,50161,742,0.978891820580475
1690,ZCTA5 95765,12447,8384,188,679,2694,4823,4063,75,599,1691,1698,95765,12184,0.9788704105406926
1691,ZCTA5 31407,4823,3011,12,867,1012,1120,1812,90,509,367,846,31407,4721,0.9788513373419033
1692,ZCTA5 53226,8180,4970,38,587,1273,3072,3210,135,575,662,1838,53226,8007,0.9788508557457213
1693,ZCTA5 76433,567,508,8,132,164,204,59,4,20,31,4,76433,555,0.9788359788359788
1694,ZCTA5 76571,2693,2251,36,269,792,1154,442,21,161,143,117,76571,2636,0.9788340141106573
1695,ZCTA5 55415,1748,624,0,6,86,532,1124,37,164,163,760,55415,1711,0.9788329519450801
1696,ZCTA5 01949,2975,2662,40,635,642,1345,313,23,103,97,90,1949,2912,0.9788235294117648
1697,ZCTA5 54557,472,451,10,104,160,177,21,0,0,6,15,54557,462,0.9788135593220338
1698,ZCTA5 60134,10510,8784,145,938,1860,5841,1726,78,430,587,631,60134,10287,0.9787821122740248
1699,ZCTA5 19333,2778,1777,59,97,234,1387,1001,0,89,189,723,19333,2719,0.9787616990640748
1700,ZCTA5 01450,4048,3510,75,353,665,2417,538,11,94,150,283,1450,3962,0.9787549407114624
1701,ZCTA5 61273,1365,1184,29,369,434,352,181,0,45,99,37,61273,1336,0.9787545787545787
1702,ZCTA5 50021,10444,7704,146,1016,2466,4076,2740,76,563,1028,1073,50021,10222,0.9787437763309077
1703,ZCTA5 08003,10820,9440,183,864,1453,6940,1380,47,254,423,656,8003,10590,0.9787430683918669
1704,ZCTA5 45242,8843,7103,149,759,1481,4714,1740,39,248,572,881,45242,8655,0.9787402465226733
1705,ZCTA5 94123,13918,3629,86,219,346,2978,10289,210,335,946,8798,94123,13622,0.9787325765196149
1706,ZCTA5 59068,1691,1210,32,186,421,571,481,4,119,250,108,59068,1655,0.9787108219988173
1707,ZCTA5 14139,892,805,19,256,246,284,87,0,50,30,7,14139,873,0.9786995515695067
1708,ZCTA5 85622,3655,3274,68,442,914,1850,381,10,84,102,185,85622,3577,0.9786593707250342
1709,ZCTA5 02779,2342,2207,50,691,582,884,135,0,33,80,22,2779,2292,0.9786507258753202
1710,ZCTA5 01560,1733,1098,7,119,214,758,635,30,248,193,164,1560,1696,0.9786497403346798
1711,ZCTA5 94523,13863,8796,180,447,2497,5672,5067,116,541,1874,2536,94523,13567,0.9786482002452571
1712,ZCTA5 11579,1967,1424,34,153,238,999,543,8,41,128,366,11579,1925,0.9786476868327402
1713,ZCTA5 97231,1686,1458,36,173,403,846,228,0,41,82,105,97231,1650,0.9786476868327402
1714,ZCTA5 54669,3090,2397,39,555,845,958,693,27,207,238,221,54669,3024,0.9786407766990292
1715,ZCTA5 61732,749,657,0,203,238,216,92,16,24,42,10,61732,733,0.9786381842456608
1716,ZCTA5 19453,749,595,16,190,185,204,154,0,15,106,33,19453,733,0.9786381842456608
1717,ZCTA5 20755,2715,41,5,18,12,6,2674,53,246,1243,1132,20755,2657,0.9786372007366483
1718,ZCTA5 06880,10062,8477,134,461,808,7074,1585,81,177,368,959,6880,9847,0.9786324786324786
1719,ZCTA5 06089,1263,968,19,77,104,768,295,8,130,54,103,6089,1236,0.9786223277909739
1720,ZCTA5 30307,8884,5021,34,166,426,4395,3863,156,458,801,2448,30307,8694,0.9786132372805043
1721,ZCTA5 83427,561,540,12,100,214,214,21,0,4,13,4,83427,549,0.9786096256684492
1722,ZCTA5 55360,934,864,18,227,322,297,70,2,20,28,20,55360,914,0.9785867237687366
1723,ZCTA5 05672,2148,1575,14,65,394,1102,573,32,158,291,92,5672,2102,0.978584729981378
1724,ZCTA5 65053,607,571,13,147,175,236,36,0,22,13,1,65053,594,0.9785831960461285
1725,ZCTA5 05673,1167,874,15,124,169,566,293,10,35,113,135,5673,1142,0.9785775492716366
1726,ZCTA5 63124,4760,3429,0,79,421,2929,1331,102,283,293,653,63124,4658,0.9785714285714285
1727,ZCTA5 35226,13344,10552,206,964,1823,7559,2792,80,255,982,1475,35226,13058,0.9785671462829736
1728,ZCTA5 49034,1073,920,19,214,532,155,153,4,68,48,33,49034,1050,0.97856477166822
1729,ZCTA5 97229,24393,17253,190,754,3437,12872,7140,333,978,2440,3389,97229,23870,0.9785594227852252
1730,ZCTA5 61436,326,268,7,90,108,63,58,0,15,37,6,61436,319,0.9785276073619632
1731,ZCTA5 40243,4563,3133,39,324,1165,1605,1430,59,370,321,680,40243,4465,0.9785229015998247
1732,ZCTA5 63341,1350,1200,29,373,300,498,150,0,143,0,7,63341,1321,0.9785185185185186
1733,ZCTA5 11753,4282,3763,47,163,510,3043,519,45,133,97,244,11753,4190,0.978514712751051
1734,ZCTA5 60203,1489,1385,22,63,220,1080,104,10,0,43,51,60203,1457,0.9785090664875755
1735,ZCTA5 75063,15903,6332,92,115,909,5216,9571,250,903,2117,6301,75063,15561,0.978494623655914
1736,ZCTA5 12061,3766,2736,43,408,665,1620,1030,38,264,399,329,12061,3685,0.9784917684545937
1737,ZCTA5 92107,13758,5490,63,460,1010,3957,8268,233,881,3063,4091,92107,13462,0.9784852449483936
1738,ZCTA5 78737,5341,4889,88,389,1087,3325,452,27,99,122,204,78737,5226,0.9784684516008239
1739,ZCTA5 78259,9101,6540,148,667,1608,4117,2561,48,457,1018,1038,78259,8905,0.9784639050653774
1740,ZCTA5 30545,325,238,0,37,125,76,87,7,45,25,10,30545,318,0.9784615384615385
1741,ZCTA5 14092,4827,3860,94,743,1318,1705,967,10,396,321,240,14092,4723,0.9784545266210897
1742,ZCTA5 61770,464,367,6,170,91,100,97,4,48,29,16,61770,454,0.978448275862069
1743,ZCTA5 18438,464,442,10,142,108,182,22,0,9,13,0,18438,454,0.978448275862069
1744,ZCTA5 01966,3243,2324,22,322,559,1421,919,48,124,228,519,1966,3173,0.9784150477952513
1745,ZCTA5 62684,2129,1807,46,215,513,1033,322,0,50,232,40,62684,2083,0.9783936120244247
1746,ZCTA5 24176,601,591,13,175,151,252,10,0,0,10,0,24176,588,0.978369384359401
1747,ZCTA5 40513,4207,3397,68,279,637,2413,810,23,112,197,478,40513,4116,0.978369384359401
1748,ZCTA5 64154,4438,2388,25,271,659,1433,2050,71,444,757,778,64154,4342,0.9783686345200541
1749,ZCTA5 48304,6379,5845,128,404,989,4324,534,10,58,216,250,48304,6241,0.978366515127763
1750,ZCTA5 89521,11875,8456,142,1145,2821,4348,3419,115,598,1282,1424,89521,11618,0.9783578947368421
1751,ZCTA5 68506,13025,7993,97,1167,2351,4378,5032,185,959,1946,1942,68506,12743,0.9783493282149712
1752,ZCTA5 97140,8772,6964,141,629,2473,3721,1808,49,541,512,706,97140,8582,0.9783401732786138
1753,ZCTA5 21409,7571,6683,137,775,1764,4007,888,27,184,258,419,21409,7407,0.9783383965130101
1754,ZCTA5 57702,14633,11318,159,1967,3374,5818,3315,158,578,1296,1283,57702,14316,0.978336636369849
1755,ZCTA5 48382,8354,7781,179,996,2212,4394,573,2,215,213,143,48382,8173,0.9783337323437874
1756,ZCTA5 32003,10292,8116,205,1172,2426,4313,2176,18,396,1006,756,32003,10069,0.9783326855810338
1757,ZCTA5 60022,3091,2915,67,134,211,2503,176,0,0,41,135,60022,3024,0.9783241669362666
1758,ZCTA5 65032,645,594,14,263,192,125,51,0,28,12,11,65032,631,0.9782945736434109
1759,ZCTA5 79119,6349,4683,138,614,1365,2566,1666,0,144,772,750,79119,6211,0.9782642935895417
1760,ZCTA5 21104,1794,1713,0,306,365,1042,81,39,13,0,29,21104,1755,0.9782608695652174
1761,ZCTA5 94129,1288,11,0,0,0,11,1277,28,37,155,1057,94129,1260,0.9782608695652174
1762,ZCTA5 61884,460,405,10,110,132,153,55,0,15,40,0,61884,450,0.9782608695652174
1763,ZCTA5 50073,460,350,10,136,117,87,110,0,18,84,8,50073,450,0.9782608695652174
1764,ZCTA5 83120,322,287,0,25,39,223,35,7,0,28,0,83120,315,0.9782608695652174
1765,ZCTA5 20779,414,395,0,55,80,260,19,9,0,10,0,20779,405,0.9782608695652174
1766,ZCTA5 78373,2023,1236,33,286,398,519,787,11,258,310,208,78373,1979,0.9782501235788433
1767,ZCTA5 94598,10247,7816,123,367,1376,5950,2431,100,158,332,1841,94598,10024,0.9782375329364692
1768,ZCTA5 52235,367,240,6,72,68,94,127,2,44,46,35,52235,359,0.9782016348773842
1769,ZCTA5 66216,9035,7462,142,872,1859,4589,1573,55,525,704,289,66216,8838,0.9781959048146098
1770,ZCTA5 92128,20638,13232,269,958,3028,8977,7406,181,586,2225,4414,92128,20188,0.978195561585425
1771,ZCTA5 56326,642,546,13,150,287,96,96,1,47,35,13,56326,628,0.9781931464174455
1772,ZCTA5 65583,4080,2185,89,352,977,767,1895,0,599,729,567,65583,3991,0.9781862745098039
1773,ZCTA5 43944,871,698,16,338,254,90,173,3,58,64,48,43944,852,0.9781859931113662
1774,ZCTA5 98136,7561,5305,17,535,893,3860,2256,148,343,674,1091,98136,7396,0.978177489750033
1775,ZCTA5 22032,9851,8381,159,672,1151,6399,1470,56,231,279,904,22032,9636,0.9781748045883667
1776,ZCTA5 98006,13417,10550,144,484,1848,8074,2867,149,337,1034,1347,98006,13124,0.9781620332414102
1777,ZCTA5 59833,2289,2022,41,618,638,725,267,9,38,135,85,59833,2239,0.9781564001747488
1778,ZCTA5 55322,1236,1114,22,340,392,360,122,5,77,23,17,55322,1209,0.9781553398058253
1779,ZCTA5 34202,9193,7095,165,789,1493,4648,2098,36,480,556,1026,34202,8992,0.9781355379092788
1780,ZCTA5 44223,7631,5854,70,1215,1900,2669,1777,97,655,583,442,44223,7464,0.9781155811820207
1781,ZCTA5 33469,6805,5823,135,863,1597,3228,982,14,299,302,367,33469,6656,0.978104335047759
1782,ZCTA5 19954,548,461,12,238,168,43,87,0,41,45,1,19954,536,0.9781021897810219
1783,ZCTA5 28117,15112,10965,216,1511,3498,5740,4147,115,667,1555,1810,28117,14781,0.9780968766543144
1784,ZCTA5 84005,6937,6011,66,777,2864,2304,926,86,216,495,129,84005,6785,0.9780885108836673
1785,ZCTA5 98229,12961,8839,156,1254,2384,5045,4122,128,907,1811,1276,98229,12677,0.9780881104853021
1786,ZCTA5 27614,12504,9279,135,556,2105,6483,3225,139,602,1143,1341,27614,12230,0.97808701215611
1787,ZCTA5 28277,26695,18754,370,1338,3298,13748,7941,215,829,2185,4712,28277,26110,0.9780857838546544
1788,ZCTA5 46256,10619,7360,93,758,1612,4897,3259,140,840,1467,812,46256,10386,0.9780581975703927
1789,ZCTA5 34238,9886,7465,106,1018,1975,4366,2421,111,427,864,1019,34238,9669,0.9780497673477645
1790,ZCTA5 43061,1594,1459,24,526,306,603,135,11,102,19,3,43061,1559,0.9780426599749059
1791,ZCTA5 51331,637,447,14,117,177,139,190,0,60,92,38,51331,623,0.978021978021978
1792,ZCTA5 03841,2592,2160,57,358,595,1150,432,0,106,264,62,3841,2535,0.9780092592592593
1793,ZCTA5 15228,7273,5284,74,343,681,4186,1989,86,347,437,1119,15228,7113,0.9780008249690637
1794,ZCTA5 80018,3954,3377,55,515,1263,1544,577,32,183,251,111,80018,3867,0.9779969650986343
1795,ZCTA5 55902,10266,7367,109,698,1809,4751,2899,117,438,814,1530,55902,10040,0.9779855834794468
1796,ZCTA5 52591,1268,1015,16,422,349,228,253,12,72,117,52,52591,1240,0.9779179810725552
1797,ZCTA5 83616,10637,8961,172,1218,3041,4530,1676,63,362,769,482,83616,10402,0.9779073046911724
1798,ZCTA5 08077,6880,6004,118,1161,1724,3001,876,34,204,267,371,8077,6728,0.977906976744186
1799,ZCTA5 34217,2761,2041,43,305,521,1172,720,18,203,224,275,34217,2700,0.9779065555957986
1800,ZCTA5 33629,10454,8308,190,538,1653,5927,2146,41,395,529,1181,33629,10223,0.9779031949493017
1801,ZCTA5 80421,3753,3182,48,726,1151,1257,571,35,168,235,133,80421,3670,0.9778843591793233
1802,ZCTA5 08057,7186,5943,136,628,923,4256,1243,23,409,456,355,8057,7027,0.9778736431951016
1803,ZCTA5 27514,9938,4791,43,201,459,4088,5147,177,381,1288,3301,27514,9718,0.9778627490440732
1804,ZCTA5 92075,5330,3077,48,233,618,2178,2253,70,197,425,1561,92075,5212,0.9778611632270169
1805,ZCTA5 13116,1400,991,17,300,305,369,409,14,36,264,95,13116,1369,0.9778571428571429
1806,ZCTA5 10010,16390,4651,23,455,485,3688,11739,340,874,937,9588,10010,16027,0.9778523489932885
1807,ZCTA5 75077,12912,10421,235,1272,3105,5809,2491,51,726,885,829,75077,12626,0.9778500619578686
1808,ZCTA5 12960,406,319,9,152,140,18,87,0,38,49,0,12960,397,0.9778325123152709
1809,ZCTA5 60062,15951,13144,257,1074,2277,9536,2807,97,441,623,1646,60062,15597,0.9778070340417528
1810,ZCTA5 90046,29183,6346,206,463,1101,4576,22837,442,2353,6394,13648,90046,28535,0.9777952917794607
1811,ZCTA5 44721,5583,4664,67,1086,1430,2081,919,57,285,400,177,44721,5459,0.9777897187891814
1812,ZCTA5 81648,900,650,0,170,320,160,250,20,91,106,33,81648,880,0.9777777777777777
1813,ZCTA5 21093,15333,12312,245,1252,2440,8375,3021,96,509,940,1476,21093,14992,0.9777603860953499
1814,ZCTA5 22206,10288,4682,71,217,412,3982,5606,158,359,698,4391,22206,10059,0.9777410575427683
1815,ZCTA5 33306,1752,1113,13,81,287,732,639,26,90,232,291,33306,1713,0.9777397260273972
1816,ZCTA5 12186,2425,2170,43,345,598,1184,255,11,92,59,93,12186,2371,0.9777319587628865
1817,ZCTA5 52411,2829,2803,47,283,777,1696,26,16,0,0,10,52411,2766,0.9777306468716861
1818,ZCTA5 46055,4175,3866,68,309,926,2563,309,25,177,41,66,46055,4082,0.9777245508982036
1819,ZCTA5 12431,404,313,9,131,84,89,91,0,18,12,61,12431,395,0.9777227722772277
1820,ZCTA5 55435,6996,3273,86,314,581,2292,3723,70,540,901,2212,55435,6840,0.9777015437392796
1821,ZCTA5 46748,1749,1579,39,425,535,580,170,0,7,133,30,46748,1710,0.9777015437392796
1822,ZCTA5 07871,7039,6289,78,1019,1225,3967,750,79,178,238,255,7871,6882,0.97769569541128
1823,ZCTA5 93441,403,292,5,56,70,161,111,4,25,35,47,93441,394,0.9776674937965261
1824,ZCTA5 02739,2597,2021,58,324,515,1124,576,0,202,176,198,2739,2539,0.9776665383134386
1825,ZCTA5 77024,15173,9987,120,371,1078,8418,5186,219,542,1053,3372,77024,14834,0.9776576814077638
1826,ZCTA5 15736,358,224,1,117,55,51,134,7,40,82,5,15736,350,0.9776536312849162
1827,ZCTA5 98116,12751,7515,106,565,1430,5414,5236,179,360,1604,3093,98116,12466,0.9776488118578935
1828,ZCTA5 04043,4966,3776,58,613,1085,2020,1190,53,472,290,375,4043,4855,0.977648006443818
1829,ZCTA5 21204,7689,3824,36,329,548,2911,3865,136,425,1141,2163,21204,7517,0.9776303810638575
1830,ZCTA5 01730,5230,3871,91,184,560,3036,1359,26,122,268,943,1730,5113,0.9776290630975143
1831,ZCTA5 43147,13946,11592,159,1903,3428,6102,2354,153,468,898,835,43147,13634,0.9776279936899469
1832,ZCTA5 61330,581,505,10,230,176,89,76,3,27,39,7,61330,568,0.9776247848537005
1833,ZCTA5 45248,9775,8354,170,2647,2441,3096,1421,49,669,472,231,45248,9556,0.9775959079283888
1834,ZCTA5 14814,714,517,16,108,80,313,197,0,18,64,115,14814,698,0.9775910364145658
1835,ZCTA5 92676,847,669,19,41,291,318,178,0,27,105,46,92676,828,0.9775678866587958
1836,ZCTA5 12159,3340,2442,75,221,384,1762,898,0,264,258,376,12159,3265,0.9775449101796407
1837,ZCTA5 52338,1291,1182,29,236,373,544,109,0,22,74,13,52338,1262,0.9775367931835787
1838,ZCTA5 64152,10679,8432,132,1060,2396,4844,2247,108,612,992,535,64152,10439,0.977525985579174
1839,ZCTA5 80814,1467,1256,33,196,451,576,211,0,70,124,17,80814,1434,0.9775051124744376
1840,ZCTA5 61088,2356,2077,38,528,828,683,279,15,86,135,43,61088,2303,0.9775042444821732
1841,ZCTA5 03909,4441,3651,32,506,1041,2072,790,68,215,267,240,3909,4341,0.977482548975456
1842,ZCTA5 81301,12247,8132,209,1032,1755,5136,4115,67,634,1580,1834,81301,11971,0.9774638687025394
1843,ZCTA5 85086,14642,11658,223,1386,4370,5679,2984,107,290,1112,1475,85086,14312,0.9774620953421663
1844,ZCTA5 97376,488,403,11,46,177,169,85,0,53,15,17,97376,477,0.9774590163934426
1845,ZCTA5 78004,399,372,9,100,116,147,27,0,0,0,27,78004,390,0.9774436090225563
1846,ZCTA5 75022,7933,7395,135,423,1405,5432,538,44,103,69,322,75022,7754,0.9774360267238119
1847,ZCTA5 83250,576,467,7,141,214,105,109,6,25,69,9,83250,563,0.9774305555555556
1848,ZCTA5 60422,3495,3060,59,298,674,2029,435,20,144,76,195,60422,3416,0.9773962804005722
1849,ZCTA5 48116,11097,9113,115,1507,2802,4689,1984,136,754,624,470,48116,10846,0.9773812742182572
1850,ZCTA5 01824,9766,8286,142,1183,1855,5106,1480,79,239,456,706,1824,9545,0.9773704689739914
1851,ZCTA5 85742,10296,7935,193,1101,3088,3553,2361,40,432,1323,566,85742,10063,0.9773698523698524
1852,ZCTA5 78633,11702,10896,209,1314,3235,6138,806,56,227,131,392,78633,11437,0.9773542984105281
1853,ZCTA5 47579,971,825,13,178,301,333,146,9,87,36,14,47579,949,0.9773429454170958
1854,ZCTA5 46374,353,302,8,93,117,84,51,0,35,16,0,46374,345,0.9773371104815864
1855,ZCTA5 84050,3265,2740,50,371,1057,1262,525,24,120,319,62,84050,3191,0.9773353751914242
1856,ZCTA5 80831,8158,7056,127,1246,2726,2957,1102,58,167,381,496,80831,7973,0.9773228732532483
1857,ZCTA5 62025,12079,8755,175,1347,2596,4637,3324,99,511,1480,1234,62025,11805,0.9773160029803791
1858,ZCTA5 60563,15208,8424,177,722,1626,5899,6784,168,712,1983,3921,60563,14863,0.9773145712782746
1859,ZCTA5 85248,15597,12250,297,1821,3838,6294,3347,57,583,1108,1599,85248,15243,0.9773033275629929
1860,ZCTA5 61367,352,253,5,118,78,52,99,3,47,31,18,61367,344,0.9772727272727273
1861,ZCTA5 98245,1847,1313,18,199,435,661,534,24,138,216,156,98245,1805,0.9772604223064428
1862,ZCTA5 78260,8692,7865,180,800,2029,4856,827,18,131,273,405,78260,8494,0.9772204325816843
1863,ZCTA5 38138,9877,7911,43,643,1769,5456,1966,182,166,589,1029,38138,9652,0.9772198035840842
1864,ZCTA5 43950,5267,4277,93,1343,1379,1462,990,27,343,336,284,43950,5147,0.9772166318587431
1865,ZCTA5 44145,13694,10024,189,1204,2497,6134,3670,123,693,1144,1710,44145,13382,0.9772162991090989
1866,ZCTA5 50228,1053,797,20,321,189,267,256,4,105,108,39,50228,1029,0.9772079772079773
1867,ZCTA5 91302,9513,6672,139,556,1379,4598,2841,78,287,872,1604,91302,9296,0.9771891096394407
1868,ZCTA5 02667,1534,1340,28,270,216,826,194,7,34,110,43,2667,1499,0.9771838331160365
1869,ZCTA5 57703,6045,5026,134,1388,2166,1338,1019,4,446,448,121,57703,5907,0.9771712158808933
1870,ZCTA5 60035,11563,9623,109,514,1150,7850,1940,155,300,522,963,60035,11299,0.9771685548733028
1871,ZCTA5 54913,8146,5805,142,1368,1410,2885,2341,44,360,780,1157,54913,7960,0.9771667075865456
1872,ZCTA5 33498,5165,4879,118,635,1118,3008,286,0,71,93,122,33498,5047,0.9771539206195548
1873,ZCTA5 95456,437,286,8,48,103,127,151,2,8,129,12,95456,427,0.977116704805492
1874,ZCTA5 21035,2709,2581,50,318,484,1729,128,12,14,59,43,21035,2647,0.9771133259505352
1875,ZCTA5 40223,9435,6937,104,748,1727,4358,2498,112,304,885,1197,40223,9219,0.9771065182829889
1876,ZCTA5 02461,2708,2059,53,32,119,1855,649,9,8,131,501,2461,2646,0.9771048744460856
1877,ZCTA5 08641,1179,0,0,0,0,0,1179,27,208,582,362,8641,1152,0.9770992366412213
1878,ZCTA5 02537,2489,2319,57,249,727,1286,170,0,0,51,119,2537,2432,0.9770992366412213
1879,ZCTA5 43017,14929,10510,119,629,1708,8054,4419,223,640,883,2673,43017,14587,0.9770915667492799
1880,ZCTA5 16136,349,238,8,105,104,21,111,0,35,39,37,16136,341,0.9770773638968482
1881,ZCTA5 40245,12035,9994,119,866,2088,6921,2041,157,360,797,727,40245,11759,0.9770668882426257
1882,ZCTA5 33618,11423,7446,173,988,1999,4286,3977,89,958,1844,1086,33618,11161,0.9770638186115731
1883,ZCTA5 80452,1569,1073,6,209,569,289,496,30,160,204,102,80452,1533,0.9770554493307839
1884,ZCTA5 64034,3138,2879,62,590,709,1518,259,10,75,81,93,64034,3066,0.9770554493307839
1885,ZCTA5 14564,6014,4956,106,668,1093,3089,1058,32,210,374,442,14564,5876,0.9770535417359495
1886,ZCTA5 98020,8758,6347,112,963,1498,3774,2411,89,271,956,1095,98020,8557,0.9770495546928523
1887,ZCTA5 95633,1306,1265,28,380,637,220,41,2,0,32,7,95633,1276,0.9770290964777948
1888,ZCTA5 84049,2088,1631,48,295,489,799,457,0,63,190,204,84049,2040,0.9770114942528736
1889,ZCTA5 83541,435,388,4,88,152,144,47,6,26,15,0,83541,425,0.9770114942528736
1890,ZCTA5 92091,652,575,15,25,157,378,77,0,8,0,69,92091,637,0.9769938650306749
1891,ZCTA5 10506,1868,1758,36,155,213,1354,110,7,0,0,103,10506,1825,0.9769807280513919
1892,ZCTA5 01741,1823,1718,22,52,128,1516,105,20,0,22,63,1741,1781,0.9769610532089962
1893,ZCTA5 44333,7421,5901,119,737,1418,3627,1520,52,474,403,591,44333,7250,0.9769572833849886
1894,ZCTA5 43440,2516,2054,48,686,642,678,462,10,186,133,133,43440,2458,0.9769475357710652
1895,ZCTA5 06231,1388,1309,32,360,257,660,79,0,27,44,8,6231,1356,0.9769452449567724
1896,ZCTA5 89144,7328,4669,69,651,1455,2494,2659,100,524,820,1215,89144,7159,0.9769377729257642
1897,ZCTA5 07874,3078,2769,53,780,771,1165,309,18,68,142,81,7874,3007,0.9769330734243015
1898,ZCTA5 12514,1127,1054,26,164,267,597,73,0,15,41,17,12514,1101,0.976929902395741
1899,ZCTA5 64139,650,521,15,28,199,279,129,0,32,72,25,64139,635,0.9769230769230769
1900,ZCTA5 68138,4719,3595,85,762,1245,1503,1124,24,189,582,329,68138,4610,0.976901885992795
1901,ZCTA5 18923,303,283,7,27,76,173,20,0,0,0,20,18923,296,0.976897689768977
1902,ZCTA5 03281,3158,2768,53,725,1074,916,390,20,201,61,108,3281,3085,0.9768841038632046
1903,ZCTA5 61250,1038,850,24,377,291,158,188,0,73,30,85,61250,1014,0.976878612716763
1904,ZCTA5 33626,11371,7440,72,626,1622,5120,3931,191,663,1058,2019,33626,11108,0.9768709876000352
1905,ZCTA5 66062,27970,20832,207,1846,5220,13559,7138,441,1449,2942,2306,66062,27322,0.9768323203432249
1906,ZCTA5 49106,2243,1721,44,345,721,611,522,8,183,202,129,49106,2191,0.9768167632634864
1907,ZCTA5 55305,9829,5368,70,767,1265,3266,4461,158,506,1169,2628,55305,9601,0.9768033370637909
1908,ZCTA5 55020,1207,1191,28,202,389,572,16,0,6,10,0,55020,1179,0.9768019884009942
1909,ZCTA5 84040,7326,6164,112,689,2498,2865,1162,58,262,537,305,84040,7156,0.9767949767949768
1910,ZCTA5 53129,5943,4138,66,850,1166,2056,1805,72,585,621,527,53129,5805,0.9767794043412418
1911,ZCTA5 29464,22043,13909,210,1328,2486,9885,8134,302,1065,2479,4288,29464,21531,0.9767726715964252
1912,ZCTA5 12578,861,716,20,177,226,293,145,0,40,41,64,12578,841,0.9767711962833914
1913,ZCTA5 68133,3659,3285,51,375,780,2079,374,34,114,30,196,68133,3574,0.9767696091828368
1914,ZCTA5 32541,8088,4957,84,926,1359,2588,3131,104,680,1187,1160,32541,7900,0.97675568743818
1915,ZCTA5 05758,301,286,7,77,81,121,15,0,9,6,0,5758,294,0.9767441860465116
1916,ZCTA5 50667,301,271,7,109,87,68,30,0,14,12,4,50667,294,0.9767441860465116
1917,ZCTA5 46710,1590,1327,33,559,469,266,263,4,90,83,86,46710,1553,0.9767295597484277
1918,ZCTA5 02067,6274,5542,125,239,738,4440,732,21,110,291,310,2067,6128,0.9767293592604399
1919,ZCTA5 95746,8249,7171,121,581,1977,4492,1078,71,232,343,432,95746,8057,0.9767244514486605
1920,ZCTA5 62563,2191,1952,25,374,563,990,239,26,68,27,118,62563,2140,0.9767229575536285
1921,ZCTA5 75035,22460,18061,269,798,3836,13158,4399,254,460,1654,2031,75035,21937,0.9767141585040071
1922,ZCTA5 61547,1503,1418,29,329,580,480,85,6,39,29,11,61547,1468,0.9767132401862941
1923,ZCTA5 21774,4509,4161,78,431,1095,2557,348,27,105,101,115,21774,4404,0.9767132401862941
1924,ZCTA5 78665,14639,10610,237,920,3499,5954,4029,104,856,1417,1652,78665,14298,0.9767060591570462
1925,ZCTA5 67420,1930,1365,35,363,522,445,565,10,189,302,64,67420,1885,0.9766839378238342
1926,ZCTA5 53153,900,795,9,183,309,294,105,12,36,27,30,53153,879,0.9766666666666667
1927,ZCTA5 92131,11654,9064,151,383,1430,7100,2590,121,135,782,1552,92131,11382,0.9766603741204737
1928,ZCTA5 27712,8354,7756,102,936,2198,4520,598,93,171,178,156,27712,8159,0.976657888436677
1929,ZCTA5 28075,6203,5521,107,876,1698,2840,682,38,214,217,213,28075,6058,0.9766242140899565
1930,ZCTA5 95032,9836,6819,82,354,1254,5129,3017,148,381,843,1645,95032,9606,0.9766165107767385
1931,ZCTA5 04617,342,298,8,51,72,167,44,0,15,22,7,4617,334,0.9766081871345029
1932,ZCTA5 64157,6240,5758,135,801,1573,3249,482,11,114,113,244,64157,6094,0.9766025641025641
1933,ZCTA5 72212,4914,4287,59,436,842,2950,627,56,84,242,245,72212,4799,0.9765974765974766
