,NAME,Estimate!!Total,Estimate!!Total!!Owner-occupied housing units,Estimate!!Total!!Owner-occupied housing units!!Less than high school graduate,Estimate!!Total!!Owner-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Owner-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Owner-occupied housing units!!Bachelor's degree or higher,Estimate!!Total!!Renter-occupied housing units,Estimate!!Total!!Renter-occupied housing units!!Less than high school graduate,Estimate!!Total!!Renter-occupied housing units!!High school graduate (including equivalency),Estimate!!Total!!Renter-occupied housing units!!Some college or associate's degree,Estimate!!Total!!Renter-occupied housing units!!Bachelor's degree or higher,zip code tabulation area,HS or Higher Total,% HS or Higher
3486,ZCTA5 45066,8705,7553,178,979,1602,4794,1152,126,371,231,424,45066,8401,0.9650775416427341
3487,ZCTA5 81007,11365,9344,343,1969,4060,2972,2021,54,419,1097,451,81007,10968,0.965068191816982
3488,ZCTA5 02857,3378,2972,94,641,823,1414,406,24,217,94,71,2857,3260,0.9650680876258141
3489,ZCTA5 23322,20524,17664,612,2561,5518,8973,2860,105,703,1258,794,23322,19807,0.9650652894172675
3490,ZCTA5 50469,601,520,21,153,245,101,81,0,52,19,10,50469,580,0.9650582362728786
3491,ZCTA5 69123,372,293,8,67,119,99,79,5,17,49,8,69123,359,0.9650537634408602
3492,ZCTA5 33305,6466,3988,113,552,772,2551,2478,113,512,907,946,33305,6240,0.9650479430869162
3493,ZCTA5 03043,658,613,11,92,199,311,45,12,24,3,6,3043,635,0.9650455927051672
3494,ZCTA5 44087,8496,6263,89,1392,1510,3272,2233,208,598,970,457,44087,8199,0.965042372881356
3495,ZCTA5 50009,7037,5185,86,1259,1847,1993,1852,160,792,541,359,50009,6791,0.9650419212732698
3496,ZCTA5 49740,3232,2783,98,520,867,1298,449,15,98,198,138,49740,3119,0.9650371287128713
3497,ZCTA5 68164,11893,7670,252,1251,2366,3801,4223,164,809,1773,1477,68164,11477,0.9650214411838897
3498,ZCTA5 34683,13367,10078,358,1940,3619,4161,3289,110,722,1381,1076,34683,12899,0.9649884042791951
3499,ZCTA5 23114,6967,5551,118,618,1364,3451,1416,126,299,414,577,23114,6723,0.9649777522606574
3500,ZCTA5 04086,3796,2861,96,577,790,1398,935,37,228,177,493,4086,3663,0.9649631190727082
3501,ZCTA5 60102,11616,10253,288,1574,3633,4758,1363,119,220,574,450,60102,11209,0.9649621212121212
3502,ZCTA5 52325,371,318,13,109,77,119,53,0,5,27,21,52325,358,0.9649595687331537
3503,ZCTA5 53532,5679,4470,167,876,1612,1815,1209,32,385,464,328,53532,5480,0.9649586194752597
3504,ZCTA5 15239,8618,7088,200,1918,2348,2622,1530,102,364,573,491,15239,8316,0.9649570666047806
3505,ZCTA5 16506,10016,6986,210,2038,1501,3237,3030,141,888,788,1213,16506,9665,0.9649560702875399
3506,ZCTA5 47304,13351,9163,337,2155,2753,3918,4188,131,699,1903,1455,47304,12883,0.9649464459591042
3507,ZCTA5 32169,5448,4207,149,581,1354,2123,1241,42,304,428,467,32169,5257,0.9649412628487518
3508,ZCTA5 11793,10381,9735,302,2260,2638,4535,646,62,168,173,243,11793,10017,0.9649359406608227
3509,ZCTA5 06268,3536,1681,67,317,263,1034,1855,57,232,1239,327,6268,3412,0.9649321266968326
3510,ZCTA5 29152,627,0,0,0,0,0,627,22,27,533,45,29152,605,0.9649122807017544
3511,ZCTA5 05441,342,306,12,91,106,97,36,0,29,4,3,5441,330,0.9649122807017544
3512,ZCTA5 18464,513,464,18,65,191,190,49,0,5,33,11,18464,495,0.9649122807017544
3513,ZCTA5 98589,2850,2169,86,511,1053,519,681,14,185,427,55,98589,2750,0.9649122807017544
3514,ZCTA5 04038,5982,4973,141,1019,1394,2419,1009,69,273,449,218,4038,5772,0.9648946840521565
3515,ZCTA5 14072,8288,6697,278,1218,2084,3117,1591,13,452,584,542,14072,7997,0.9648889961389961
3516,ZCTA5 72087,712,603,24,184,265,130,109,1,24,35,49,72087,687,0.9648876404494382
3517,ZCTA5 28036,6009,4866,97,269,1003,3497,1143,114,257,241,531,28036,5798,0.964886004326843
3518,ZCTA5 95835,13526,8370,191,638,2562,4979,5156,284,726,2016,2130,95835,13051,0.9648824486174774
3519,ZCTA5 95521,8567,3872,89,381,1009,2393,4695,212,547,2397,1539,95521,8266,0.9648651803431773
3520,ZCTA5 01432,3415,2093,86,397,484,1126,1322,34,583,302,403,1432,3295,0.9648609077598829
3521,ZCTA5 02021,9021,6840,153,920,1442,4325,2181,164,430,687,900,2021,8704,0.9648597716439419
3522,ZCTA5 12472,626,406,22,102,87,195,220,0,77,70,73,12472,604,0.9648562300319489
3523,ZCTA5 51050,1024,803,30,324,294,155,221,6,66,118,31,51050,988,0.96484375
3524,ZCTA5 19128,16068,9441,365,2448,1854,4774,6627,200,1197,1624,3606,19128,15503,0.9648369429922828
3525,ZCTA5 52045,910,758,28,331,229,170,152,4,52,67,29,52045,878,0.9648351648351648
3526,ZCTA5 16056,2132,1595,23,519,519,534,537,52,283,117,85,16056,2057,0.9648217636022514
3527,ZCTA5 15106,9235,5968,159,2020,1608,2181,3267,166,1082,1155,864,15106,8910,0.9648077964266378
3528,ZCTA5 49701,483,314,11,84,100,119,169,6,78,71,14,49701,466,0.9648033126293996
