,NAME,Estimate!!Total,Estimate!!Total!!Owner occupied,Estimate!!Total!!Owner occupied!!Householder 15 to 24 years,Estimate!!Total!!Owner occupied!!Householder 25 to 34 years,Estimate!!Total!!Owner occupied!!Householder 35 to 44 years,Estimate!!Total!!Owner occupied!!Householder 45 to 54 years,Estimate!!Total!!Owner occupied!!Householder 55 to 59 years,Estimate!!Total!!Owner occupied!!Householder 60 to 64 years,Estimate!!Total!!Owner occupied!!Householder 65 to 74 years,Estimate!!Total!!Owner occupied!!Householder 75 to 84 years,Estimate!!Total!!Owner occupied!!Householder 85 years and over,Estimate!!Total!!Renter occupied,Estimate!!Total!!Renter occupied!!Householder 15 to 24 years,Estimate!!Total!!Renter occupied!!Householder 25 to 34 years,Estimate!!Total!!Renter occupied!!Householder 35 to 44 years,Estimate!!Total!!Renter occupied!!Householder 45 to 54 years,Estimate!!Total!!Renter occupied!!Householder 55 to 59 years,Estimate!!Total!!Renter occupied!!Householder 60 to 64 years,Estimate!!Total!!Renter occupied!!Householder 65 to 74 years,Estimate!!Total!!Renter occupied!!Householder 75 to 84 years,Estimate!!Total!!Renter occupied!!Householder 85 years and over,zip code tabulation area,15-34 Renters,%15-34 Renters
1745,ZCTA5 77506,10954,4395,27,449,816,1017,613,343,732,277,121,6559,568,1715,1396,1470,330,477,343,187,73,77506,2283,0.2084170166149352
1746,ZCTA5 95051,21161,10274,20,888,1551,2383,1063,1280,1484,1078,527,10887,404,4005,3122,1561,440,484,447,249,175,95051,4409,0.20835499267520438
1747,ZCTA5 29203,15033,7116,31,509,677,1254,739,926,1501,1094,385,7917,1146,1986,1636,1374,493,511,530,180,61,29203,3132,0.20834164837357813
1748,ZCTA5 91602,9557,3238,10,173,673,1005,302,361,483,163,68,6319,135,1855,1706,1116,492,431,412,99,73,91602,1990,0.20822433818143768
1749,ZCTA5 40222,9952,5757,14,585,805,1065,601,531,1084,716,356,4195,406,1666,642,463,217,102,226,197,276,40222,2072,0.20819935691318328
1750,ZCTA5 77547,2624,1634,17,65,262,450,185,167,249,122,117,990,103,443,168,179,47,38,12,0,0,77547,546,0.20807926829268292
1751,ZCTA5 23337,298,167,0,0,12,29,0,32,29,0,65,131,16,46,47,22,0,0,0,0,0,23337,62,0.2080536912751678
1752,ZCTA5 15205,10330,6162,41,893,820,1337,724,644,952,525,226,4168,585,1563,536,463,199,212,300,180,130,15205,2148,0.20793804453049372
1753,ZCTA5 93703,9889,3721,59,320,382,826,467,530,557,376,204,6168,602,1454,1449,1087,555,420,457,120,24,93703,2056,0.20790777631712004
1754,ZCTA5 08052,8482,3977,0,353,535,809,561,443,728,424,124,4505,344,1419,814,619,326,276,396,237,74,8052,1763,0.20785192171657627
1755,ZCTA5 30168,9353,4152,49,311,946,1048,629,283,452,320,114,5201,310,1634,1532,960,232,168,271,34,60,30168,1944,0.207847749385224
1756,ZCTA5 37923,12899,7278,14,822,1207,1161,953,587,1510,842,182,5621,707,1974,956,763,288,292,331,254,56,37923,2681,0.20784556942398635
1757,ZCTA5 77076,9816,4699,28,379,827,1223,625,693,653,149,122,5117,462,1578,1422,671,502,291,144,38,9,77076,2040,0.2078239608801956
1758,ZCTA5 91505,12835,6010,7,359,989,1388,815,672,894,612,274,6825,735,1932,1600,1301,330,216,507,141,63,91505,2667,0.20779119594857812
1759,ZCTA5 91906,1218,832,0,67,162,203,79,60,174,19,68,386,53,200,24,53,27,2,22,5,0,91906,253,0.2077175697865353
1760,ZCTA5 38127,14338,6654,45,294,760,1515,1084,913,1420,527,96,7684,854,2124,1893,1313,651,382,312,119,36,38127,2978,0.2076998186636909
1761,ZCTA5 90068,11360,5549,16,421,1093,1331,694,538,1000,311,145,5811,385,1974,1162,1040,390,301,327,169,63,90068,2359,0.20765845070422534
1762,ZCTA5 54302,12752,6192,113,787,1022,1464,720,680,779,418,209,6560,918,1730,1174,1005,421,324,385,341,262,54302,2648,0.20765370138017566
1763,ZCTA5 99207,12030,6064,120,866,905,1245,685,632,1068,389,154,5966,936,1562,1306,701,377,350,416,159,159,99207,2498,0.20764754779717373
1764,ZCTA5 49519,11315,6180,175,1024,836,1201,650,678,1126,308,182,5135,447,1902,1222,591,244,122,307,157,143,49519,2349,0.2076005302695537
1765,ZCTA5 41011,11890,5011,22,784,896,744,552,430,964,453,166,6879,669,1799,1215,1116,639,464,498,312,167,41011,2468,0.20756938603868796
1766,ZCTA5 85027,15536,8617,106,1287,1474,1883,940,786,1471,533,137,6919,682,2541,1593,1031,373,176,278,231,14,85027,3223,0.2074536560247168
1767,ZCTA5 48216,2320,889,0,65,162,168,152,88,108,89,57,1431,105,376,186,282,183,62,109,74,54,48216,481,0.20732758620689656
1768,ZCTA5 73118,6365,3452,35,675,553,603,262,529,552,159,84,2913,191,1128,719,493,101,94,147,25,15,73118,1319,0.2072270227808327
1769,ZCTA5 30274,12561,5073,0,219,831,1544,625,664,990,191,9,7488,505,2097,1855,1481,553,411,527,59,0,30274,2602,0.2071491123318207
1770,ZCTA5 55305,9829,5368,0,287,780,835,755,710,1112,515,374,4461,297,1739,555,492,215,231,304,348,280,55305,2036,0.20714213043035914
1771,ZCTA5 61701,15213,7922,144,1106,1273,1645,950,732,1178,587,307,7291,1076,2075,1142,947,464,375,729,169,314,61701,3151,0.20712548478275158
1772,ZCTA5 98125,19008,8912,68,1023,1566,1621,922,1235,1376,666,435,10096,1042,2895,1854,1374,443,603,752,479,654,98125,3937,0.2071233164983165
1773,ZCTA5 37311,10411,4857,28,382,671,1060,483,497,1039,401,296,5554,837,1319,1083,723,426,367,527,200,72,37311,2156,0.20708865622898856
1774,ZCTA5 43615,17922,9541,75,936,1334,1743,1104,1341,1786,860,362,8381,1399,2312,1218,1006,511,535,650,600,150,43615,3711,0.2070639437562772
1775,ZCTA5 29407,14973,8401,26,974,1222,1040,744,1336,1652,920,487,6572,491,2609,1305,641,463,240,500,187,136,29407,3100,0.2070393374741201
1776,ZCTA5 64131,10317,5012,10,816,734,907,411,696,917,385,136,5305,785,1351,880,864,356,416,455,149,49,64131,2136,0.2070369293399244
1777,ZCTA5 02148,23076,9432,118,864,1591,2079,1296,971,1436,811,266,13644,1025,3750,2930,2233,766,529,1359,669,383,2148,4775,0.20692494366441325
1778,ZCTA5 00740,638,293,11,0,82,64,10,26,24,76,0,345,49,83,68,0,38,35,57,15,0,740,132,0.20689655172413793
1779,ZCTA5 08611,8109,2559,0,163,506,517,268,317,406,200,182,5550,337,1340,1419,1124,363,321,372,167,107,8611,1677,0.20680725120236773
1780,ZCTA5 38016,18646,9524,90,1178,1676,2209,1183,1067,1480,472,169,9122,859,2997,1956,1775,250,229,662,240,154,38016,3856,0.20680038614179985
1781,ZCTA5 48141,9130,4145,77,292,600,716,398,483,777,551,251,4985,267,1621,940,750,495,453,306,125,28,48141,1888,0.2067907995618839
1782,ZCTA5 10029,31690,2149,12,107,371,573,288,264,336,161,37,29541,989,5562,5249,5382,2550,2670,3353,2545,1241,10029,6551,0.2067213632060587
1783,ZCTA5 19013,12300,4279,45,224,488,796,471,588,897,552,218,8021,552,1990,1092,1483,690,772,826,468,148,19013,2542,0.20666666666666667
1784,ZCTA5 75215,6450,2144,0,174,338,414,209,300,334,204,171,4306,203,1130,846,550,560,335,524,139,19,75215,1333,0.20666666666666667
1785,ZCTA5 29418,10009,4983,44,395,740,883,907,411,1071,401,131,5026,319,1749,925,999,339,302,257,97,39,29418,2068,0.20661404735737837
1786,ZCTA5 35211,11437,5222,49,475,254,830,659,669,1198,841,247,6215,608,1755,886,1103,451,483,597,204,128,35211,2363,0.2066101250327883
1787,ZCTA5 29306,6700,2827,52,161,333,546,288,342,590,366,149,3873,314,1070,580,626,244,256,579,149,55,29306,1384,0.20656716417910448
1788,ZCTA5 97006,26610,13777,160,2261,2989,2614,1413,1276,1994,830,240,12833,862,4633,3028,1987,922,459,484,243,215,97006,5495,0.20650131529500187
1789,ZCTA5 68134,12354,6571,60,838,981,1203,741,729,1275,540,204,5783,893,1658,903,851,458,410,395,94,121,68134,2551,0.20649182451028006
1790,ZCTA5 32803,9497,5162,30,858,1010,1112,621,533,565,257,176,4335,356,1603,1036,569,215,124,175,178,79,32803,1959,0.20627566599978941
1791,ZCTA5 95351,13330,5895,98,539,784,1591,717,437,860,594,275,7435,701,2048,1725,1232,560,366,553,213,37,95351,2749,0.20622655663915979
1792,ZCTA5 52233,3046,1864,45,157,266,377,273,227,298,149,72,1182,358,270,206,224,32,28,25,39,0,52233,628,0.206172028890348
1793,ZCTA5 01604,14575,6770,58,731,1189,1568,579,762,936,629,318,7805,522,2481,1496,1165,568,535,511,304,223,1604,3003,0.2060377358490566
1794,ZCTA5 76106,10292,5179,38,394,906,1042,716,721,864,302,196,5113,383,1736,1233,810,386,241,111,172,41,76106,2119,0.20588806840264284
1795,ZCTA5 91403,11491,5080,18,454,944,1119,549,480,714,497,305,6411,179,2186,1246,946,379,291,534,439,211,91403,2365,0.20581324514837698
1796,ZCTA5 77845,23285,15568,476,1952,3139,3232,1493,1633,2340,1093,210,7717,2676,2115,1190,711,339,198,257,171,60,77845,4791,0.20575477775391884
1797,ZCTA5 68114,8152,4085,10,535,612,678,422,528,693,396,211,4067,389,1288,483,263,235,240,246,382,541,68114,1677,0.2057163886162905
1798,ZCTA5 94063,10092,3596,24,402,582,889,424,385,539,241,110,6496,324,1752,1661,1191,359,491,461,183,74,94063,2076,0.2057074910820452
1799,ZCTA5 33578,18564,9919,63,1671,2242,2109,1093,957,1159,506,119,8645,722,3095,2201,1192,516,378,307,192,42,33578,3817,0.20561301443654384
1800,ZCTA5 31645,1927,1210,9,232,157,239,132,92,236,28,85,717,109,287,71,94,73,33,47,0,3,31645,396,0.20550077841203945
1801,ZCTA5 72211,9651,5141,16,747,959,736,720,604,882,303,174,4510,568,1415,826,652,119,261,305,186,178,72211,1983,0.20547093565433633
1802,ZCTA5 55612,336,233,0,43,20,47,19,15,52,37,0,103,66,3,2,21,2,0,0,2,7,55612,69,0.20535714285714285
1803,ZCTA5 76705,10477,6051,165,513,843,959,830,872,1186,499,184,4426,876,1275,674,587,380,147,264,179,44,76705,2151,0.20530686265152237
1804,ZCTA5 99705,8370,5736,125,774,1574,1198,544,533,767,184,37,2634,487,1231,190,450,110,123,37,0,6,99705,1718,0.2052568697729988
1805,ZCTA5 10037,9731,485,13,33,45,156,40,70,91,8,29,9246,195,1802,1563,1726,876,751,1078,731,524,10037,1997,0.2052204295550303
1806,ZCTA5 15202,10039,5233,12,736,1004,894,733,529,685,476,164,4806,325,1735,559,658,340,355,446,258,130,15202,2060,0.20519972108775775
1807,ZCTA5 78539,11164,6432,45,639,1338,1615,624,601,964,395,211,4732,539,1751,849,772,254,202,162,158,45,78539,2290,0.20512361160874237
1808,ZCTA5 31794,10287,5243,94,525,662,985,611,665,871,588,242,5044,625,1485,983,900,215,236,374,170,56,31794,2110,0.2051132497326723
1809,ZCTA5 90094,4345,1643,0,239,640,344,136,132,102,50,0,2702,213,678,871,329,258,103,82,105,63,90094,891,0.20506329113924052
1810,ZCTA5 10460,20443,2155,65,89,204,494,253,306,551,175,18,18288,594,3598,3182,3730,1746,1716,2154,1126,442,10460,4192,0.20505796605194931
1811,ZCTA5 43235,18177,10446,16,1136,2049,1946,1164,1183,1711,984,257,7731,567,3160,1417,651,314,275,554,265,528,43235,3727,0.20503933542388733
1812,ZCTA5 76105,6566,3346,5,257,640,708,345,393,603,283,112,3220,251,1095,720,448,247,160,243,47,9,76105,1346,0.20499543100822418
1813,ZCTA5 33030,9011,3431,55,356,629,669,530,431,455,256,50,5580,222,1625,1161,1017,470,289,433,282,81,33030,1847,0.20497170125402286
1814,ZCTA5 98112,11471,6277,7,474,1294,1535,636,539,1147,494,151,5194,336,2014,916,680,340,261,405,83,159,98112,2350,0.2048644407636649
1815,ZCTA5 22031,12760,6332,14,702,1198,1413,721,714,882,487,201,6428,525,2089,1768,840,342,223,357,134,150,22031,2614,0.204858934169279
1816,ZCTA5 53210,9812,3604,8,359,732,697,540,473,500,203,92,6208,430,1580,1528,1065,669,473,352,79,32,53210,2010,0.20485120260905015
1817,ZCTA5 79413,8539,5002,152,460,721,676,513,624,799,739,318,3537,816,933,777,255,193,164,178,108,113,79413,1749,0.20482492095093102
1818,ZCTA5 27229,1094,676,5,21,101,109,72,62,174,96,36,418,23,201,95,11,47,15,2,16,8,27229,224,0.20475319926873858
1819,ZCTA5 48198,15937,9063,137,809,1832,1761,1197,1017,1420,600,290,6874,1096,2167,1161,1020,388,437,512,77,16,48198,3263,0.2047436782330426
1820,ZCTA5 49008,6702,3943,46,591,546,546,491,434,822,304,163,2759,546,826,402,307,116,82,133,227,120,49008,1372,0.20471501044464338
1821,ZCTA5 99559,2252,1069,25,92,210,165,118,189,214,54,2,1183,103,358,301,206,74,52,63,15,11,99559,461,0.20470692717584368
1822,ZCTA5 25311,4934,2491,8,161,345,445,266,360,452,294,160,2443,336,674,282,513,160,236,156,68,18,25311,1010,0.2047020672882043
1823,ZCTA5 25401,5946,2800,26,195,360,302,328,468,517,345,259,3146,213,1004,519,706,156,178,245,82,43,25401,1217,0.20467541204170872
1824,ZCTA5 45211,15887,7565,52,858,1188,1643,954,956,1067,707,140,8322,755,2496,1785,1273,681,447,603,177,105,45211,3251,0.20463271857493548
1825,ZCTA5 83705,11866,6067,122,1016,1059,939,655,691,791,616,178,5799,666,1762,980,891,408,209,532,171,180,83705,2428,0.2046182369796056
1826,ZCTA5 66612,1242,242,0,53,43,29,25,52,34,6,0,1000,143,111,183,231,80,119,93,30,10,66612,254,0.20450885668276972
1827,ZCTA5 06066,13105,6821,14,776,815,1134,752,822,1321,942,245,6284,663,2017,962,1014,438,267,431,356,136,6066,2680,0.20450209843571157
1828,ZCTA5 36611,2049,1124,0,87,208,148,166,144,188,119,64,925,106,313,188,109,51,44,78,20,16,36611,419,0.20448999511957053
1829,ZCTA5 72923,1932,1116,39,47,105,191,78,300,276,64,16,816,12,383,187,77,93,0,32,32,0,72923,395,0.20445134575569357
1830,ZCTA5 67208,7324,4029,67,514,673,778,560,428,697,163,149,3295,447,1050,602,489,192,115,262,83,55,67208,1497,0.204396504642272
1831,ZCTA5 84116,10974,6035,77,693,1077,1204,890,498,883,562,151,4939,509,1734,817,972,334,167,208,136,62,84116,2243,0.20439219974485145
1832,ZCTA5 55426,12247,7425,78,1322,1385,1321,590,885,931,505,408,4822,468,2035,703,725,323,174,201,103,90,55426,2503,0.20437658202008654
1833,ZCTA5 11226,36733,4564,61,322,849,877,381,612,851,408,203,32169,1058,6449,6613,6074,2872,3146,3733,1698,526,11226,7507,0.2043666457953339
1834,ZCTA5 51243,372,278,12,15,46,67,22,25,42,37,12,94,40,36,4,5,0,3,3,3,0,51243,76,0.20430107526881722
1835,ZCTA5 28803,15900,7933,18,655,998,1517,887,747,1887,860,364,7967,899,2349,1508,758,313,473,550,552,565,28803,3248,0.20427672955974843
1836,ZCTA5 92324,18075,9470,47,984,1478,2249,1137,926,1522,747,380,8605,879,2813,1748,1447,406,439,554,272,47,92324,3692,0.2042600276625173
1837,ZCTA5 36117,22287,13151,40,1305,2304,3031,1440,1149,2412,1214,256,9136,1846,2706,1931,1196,319,429,322,157,230,36117,4552,0.2042446269125499
1838,ZCTA5 57270,333,179,0,19,9,25,27,17,45,33,4,154,8,60,23,11,8,7,10,25,2,57270,68,0.2042042042042042
1839,ZCTA5 02150,13141,3436,9,445,726,815,355,335,461,227,63,9705,270,2412,2683,1764,636,550,704,506,180,2150,2682,0.20409405676889125
1840,ZCTA5 93940,13044,5559,8,419,310,876,682,801,1170,897,396,7485,559,2103,1652,963,455,346,860,319,228,93940,2662,0.2040785035265256
1841,ZCTA5 80235,3627,1899,10,332,148,382,208,213,269,238,99,1728,135,605,334,234,111,87,156,51,15,80235,740,0.2040253653156879
1842,ZCTA5 10455,14401,1200,0,115,163,277,146,137,159,123,80,13201,207,2730,2721,2810,1271,1022,1367,800,273,10455,2937,0.20394417054371225
1843,ZCTA5 46312,10160,4627,21,238,681,813,704,483,772,554,361,5533,553,1519,1065,982,470,268,417,169,90,46312,2072,0.20393700787401575
1844,ZCTA5 99709,12020,7777,164,1030,1396,1575,1042,919,1057,520,74,4243,829,1622,701,547,209,150,138,47,0,99709,2451,0.20391014975041596
1845,ZCTA5 36025,1388,892,15,64,203,184,83,50,191,98,4,496,67,216,102,38,29,4,27,3,10,36025,283,0.20389048991354466
1846,ZCTA5 73107,10496,5493,135,1100,980,871,642,603,724,294,144,5003,418,1722,1007,779,489,256,227,50,55,73107,2140,0.20388719512195122
1847,ZCTA5 94122,23141,11310,18,726,1723,2346,1301,928,2355,992,921,11831,437,4281,2608,1886,636,558,939,282,204,94122,4718,0.2038805583164081
1848,ZCTA5 63105,6563,3934,25,269,571,840,402,479,782,414,152,2629,376,962,443,364,58,74,144,91,117,63105,1338,0.2038701813195185
1849,ZCTA5 92614,9804,4365,42,279,762,1090,598,565,791,190,48,5439,576,1422,1523,863,385,239,271,139,21,92614,1998,0.20379436964504283
1850,ZCTA5 21804,15055,7549,31,739,959,1140,938,1194,1416,848,284,7506,1191,1877,1684,1049,392,346,531,274,162,21804,3068,0.203786117568914
1851,ZCTA5 45409,2920,1723,40,180,297,317,149,148,242,215,135,1197,348,247,124,194,125,62,54,19,24,45409,595,0.20376712328767124
1852,ZCTA5 92025,15760,6634,16,734,762,1489,1064,814,1070,507,178,9126,630,2581,1921,1819,682,441,483,287,282,92025,3211,0.20374365482233503
1853,ZCTA5 92020,19156,7643,69,516,987,1414,924,1103,1269,933,428,11513,624,3277,2675,2213,903,501,718,310,292,92020,3901,0.20364376696596367
1854,ZCTA5 11385,35126,11272,117,599,1775,2671,1369,1253,1761,1193,534,23854,1163,5987,5890,4504,1901,1598,1575,786,450,11385,7150,0.20355292376017764
1855,ZCTA5 57037,398,276,3,33,56,42,12,49,39,38,4,122,58,23,17,7,2,2,6,5,2,57037,81,0.20351758793969849
1856,ZCTA5 92701,13053,3573,9,280,720,828,482,364,535,300,55,9480,228,2428,2938,1850,593,399,518,311,215,92701,2656,0.2034781276334942
1857,ZCTA5 27603,20096,12050,192,1832,2205,2487,1731,1084,1623,724,172,8046,1673,2416,1317,1210,462,268,587,113,0,27603,4089,0.2034733280254777
1858,ZCTA5 06053,13345,6501,20,645,964,1090,762,908,1130,555,427,6844,477,2238,1438,1012,313,377,532,246,211,6053,2715,0.20344698388909704
1859,ZCTA5 80124,8568,5128,45,228,908,1440,805,504,901,284,13,3440,510,1233,489,567,336,125,129,37,14,80124,1743,0.2034313725490196
1860,ZCTA5 98115,22182,13774,53,1225,2774,3162,1537,1456,2202,814,551,8408,1245,3267,1547,843,314,312,609,145,126,98115,4512,0.20340816878550175
1861,ZCTA5 59401,6579,3286,66,465,483,701,290,363,437,355,126,3293,478,860,533,518,202,212,268,182,40,59401,1338,0.20337437300501596
1862,ZCTA5 91786,19085,8107,23,773,916,1728,1118,967,1368,761,453,10978,686,3195,2565,1798,858,675,777,271,153,91786,3881,0.20335341891537856
1863,ZCTA5 92832,8209,3040,25,192,585,753,292,343,414,281,155,5169,210,1459,844,1180,360,335,519,199,63,92832,1669,0.2033134364721647
1864,ZCTA5 98087,14102,7170,21,1335,1395,1721,894,590,764,371,79,6932,731,2136,1598,696,659,533,360,110,109,98087,2867,0.20330449581619628
1865,ZCTA5 76015,6267,3053,22,116,394,552,440,327,708,355,139,3214,319,955,680,665,164,141,224,59,7,76015,1274,0.20328705919897877
1866,ZCTA5 72764,18281,8877,115,1408,1517,2054,897,758,1370,605,153,9404,995,2721,2629,1259,535,430,421,230,184,72764,3716,0.20327115584486624
1867,ZCTA5 43110,14465,8660,169,1200,1624,1762,1003,786,1349,604,163,5805,348,2592,1476,678,93,212,159,209,38,43110,2940,0.2032492222606291
1868,ZCTA5 78213,16098,7803,22,726,1191,1455,838,821,1466,750,534,8295,935,2336,2003,1311,509,314,532,277,78,78213,3271,0.2031929432227606
1869,ZCTA5 80905,7407,3637,70,375,698,609,386,535,526,291,147,3770,461,1044,715,595,219,147,363,60,166,80905,1505,0.20318617523963817
1870,ZCTA5 43222,1413,393,0,65,77,87,24,79,30,21,10,1020,67,220,166,128,104,120,109,106,0,43222,287,0.20311394196744514
1871,ZCTA5 07206,7844,1870,0,205,384,495,199,202,201,146,38,5974,223,1369,1856,1107,452,341,452,146,28,7206,1592,0.20295767465578787
1872,ZCTA5 75080,19098,10551,29,1110,1646,2114,1145,914,1818,1144,631,8547,1332,2544,1815,1182,228,353,468,278,347,75080,3876,0.20295318881558277
1873,ZCTA5 98444,12595,4796,42,531,661,1011,466,640,746,520,179,7799,887,1669,1819,1430,732,351,674,219,18,98444,2556,0.20293767368003177
1874,ZCTA5 46205,11360,5664,25,1128,1076,936,474,643,823,442,117,5696,595,1709,1299,838,440,258,428,122,7,46205,2304,0.2028169014084507
1875,ZCTA5 19131,17446,8299,109,520,881,1550,1037,1104,1640,1142,316,9147,715,2823,1276,1341,710,474,978,402,428,19131,3538,0.20279720279720279
1876,ZCTA5 10040,16181,1679,0,250,318,372,143,188,309,83,16,14502,305,2976,2258,2639,1550,1306,1752,1026,690,10040,3281,0.20276867931524628
1877,ZCTA5 29303,8639,4160,34,349,544,797,520,383,847,453,233,4479,772,979,959,740,300,363,239,82,45,29303,1751,0.20268549600648222
1878,ZCTA5 83702,10889,5663,31,440,1015,1451,582,618,1095,231,200,5226,485,1722,1063,932,229,347,278,101,69,83702,2207,0.20268160528974194
1879,ZCTA5 78735,7352,3760,20,235,815,1059,406,372,598,191,64,3592,295,1195,522,528,233,159,194,248,218,78735,1490,0.2026659412404788
1880,ZCTA5 55411,9535,4195,48,798,1014,849,369,300,484,252,81,5340,550,1382,1211,922,440,341,305,141,48,55411,1932,0.20262191924488726
1881,ZCTA5 73131,1456,949,6,52,84,260,183,147,164,33,20,507,90,205,95,25,75,0,17,0,0,73131,295,0.2026098901098901
1882,ZCTA5 90069,12640,4717,124,543,672,1176,574,417,626,418,167,7923,370,2189,1590,1604,524,515,693,354,84,90069,2559,0.20245253164556962
1883,ZCTA5 91764,16129,7223,47,615,1397,1985,823,738,932,462,224,8906,704,2561,2351,1735,416,447,462,181,49,91764,3265,0.2024304048608097
1884,ZCTA5 79762,15683,8757,216,1032,1708,1590,1130,970,1136,700,275,6926,884,2290,1281,1056,426,316,482,173,18,79762,3174,0.2023847478161066
1885,ZCTA5 22102,10589,5318,27,321,550,1295,580,499,1052,808,186,5271,465,1678,1192,910,355,249,235,178,9,22102,2143,0.20237982812352442
1886,ZCTA5 92501,6706,2872,31,276,561,702,451,334,343,119,55,3834,265,1092,743,709,205,160,500,135,25,92501,1357,0.20235609901580673
1887,ZCTA5 46220,16743,10375,97,1888,1712,1953,1213,1277,1205,644,386,6368,762,2626,996,751,239,286,417,175,116,46220,3388,0.20235322224213104
1888,ZCTA5 14613,4874,1820,10,226,349,322,226,314,262,80,31,3054,189,797,730,607,301,149,199,77,5,14613,986,0.20229790726302832
1889,ZCTA5 31206,9195,3851,47,326,570,670,479,580,572,367,240,5344,510,1350,1057,924,640,333,379,102,49,31206,1860,0.20228384991843393
1890,ZCTA5 80461,3258,1999,30,200,484,482,135,257,300,20,91,1259,268,391,181,173,42,88,101,0,15,80461,659,0.20227133210558626
1891,ZCTA5 63070,3160,2069,0,244,425,422,343,124,280,188,43,1091,150,489,142,154,37,31,32,56,0,63070,639,0.20221518987341772
1892,ZCTA5 01702,15227,5326,18,420,790,1161,827,689,918,429,74,9901,380,2699,2612,1743,584,553,654,446,230,1702,3079,0.20220660668549287
1893,ZCTA5 90405,14029,4698,26,288,701,996,645,571,890,292,289,9331,409,2427,1985,1642,772,629,825,470,172,90405,2836,0.2021526837265664
1894,ZCTA5 10453,27266,972,6,95,185,125,128,124,199,72,38,26294,625,4884,5193,6839,2822,1835,2722,1076,298,10453,5509,0.20204650480451844
1895,ZCTA5 28401,10350,3694,21,202,539,730,359,572,657,402,212,6656,432,1659,1288,1042,516,513,730,348,128,28401,2091,0.20202898550724638
1896,ZCTA5 93905,12899,4952,22,529,1020,1334,537,413,748,237,112,7947,471,2134,2290,1264,503,340,601,291,53,93905,2605,0.2019536398170401
1897,ZCTA5 91730,23576,10529,72,1096,1644,2767,1342,1317,1489,545,257,13047,883,3876,3122,2303,991,634,887,219,132,91730,4759,0.20185782151340345
1898,ZCTA5 90270,6679,1731,0,134,259,399,262,159,321,171,26,4948,68,1280,1358,1210,325,270,221,152,64,90270,1348,0.2018266207516095
1899,ZCTA5 06380,1239,358,0,10,79,123,40,14,50,25,17,881,20,230,97,167,67,140,102,58,0,6380,250,0.20177562550443906
1900,ZCTA5 02895,16940,6084,35,638,833,1514,554,854,913,519,224,10856,666,2752,1891,1771,918,1074,929,588,267,2895,3418,0.20177095631641087
1901,ZCTA5 10026,15458,2352,14,245,499,667,207,303,211,167,39,13106,458,2659,2591,2764,1172,835,1474,733,420,10026,3117,0.20164316211670333
1902,ZCTA5 80918,18774,11228,162,1183,1633,2151,1449,1244,2264,941,201,7546,1413,2372,1294,1099,429,410,282,130,117,80918,3785,0.20160860764887611
1903,ZCTA5 77012,5997,2387,24,98,307,449,380,164,601,314,50,3610,232,977,834,679,202,203,415,55,13,77012,1209,0.2016008004002001
1904,ZCTA5 90254,8979,4371,0,228,665,1052,579,491,901,347,108,4608,154,1656,1279,926,138,183,93,105,74,90254,1810,0.2015814678694732
1905,ZCTA5 59824,635,411,8,19,69,102,37,47,89,28,12,224,4,124,26,23,16,3,25,0,3,59824,128,0.2015748031496063
1906,ZCTA5 60609,20603,7657,119,612,1396,1619,946,838,1403,627,97,12946,813,3339,2430,2303,774,681,1756,724,126,60609,4152,0.20152404989564626
