,NAME,Estimate!!Total,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from abroad,zip code tabulation area,Movers Total,%Movers
3412,ZCTA5 40150,4523,605,203,19,33,40150,860,0.19013928808313066
3413,ZCTA5 25672,384,73,0,0,0,25672,73,0.19010416666666666
3414,ZCTA5 77060,43621,6185,740,477,890,77060,8292,0.19009192819972032
3415,ZCTA5 20653,23291,2002,974,1335,116,20653,4427,0.1900734189171783
3416,ZCTA5 73662,6361,237,704,268,0,73662,1209,0.19006445527432794
3417,ZCTA5 98226,43925,5341,1179,1551,277,98226,8348,0.1900512236767217
3418,ZCTA5 35971,5357,780,182,56,0,35971,1018,0.1900317341795781
3419,ZCTA5 61318,842,16,144,0,0,61318,160,0.19002375296912113
3420,ZCTA5 29468,2163,224,72,115,0,29468,411,0.1900138696255201
3421,ZCTA5 33609,18261,2303,424,447,295,33609,3469,0.18996769070697114
3422,ZCTA5 92591,40693,4144,2643,743,199,92591,7729,0.1899343867495638
3423,ZCTA5 73115,20698,3137,618,163,13,73115,3931,0.18992173156826747
3424,ZCTA5 59330,8567,629,562,427,9,59330,1627,0.18991478930780903
3425,ZCTA5 81221,337,44,10,10,0,81221,64,0.18991097922848665
3426,ZCTA5 20690,753,0,0,143,0,20690,143,0.1899070385126162
3427,ZCTA5 97367,9332,909,549,300,14,97367,1772,0.18988426918131163
3428,ZCTA5 33511,57100,6628,1596,2047,570,33511,10841,0.1898598949211909
3429,ZCTA5 77803,31483,3749,1641,560,27,77803,5977,0.18984848966108694
3430,ZCTA5 85552,6423,265,593,339,22,85552,1219,0.18978670403238362
3431,ZCTA5 83870,332,11,33,19,0,83870,63,0.1897590361445783
3432,ZCTA5 65629,701,73,11,49,0,65629,133,0.18972895863052783
3433,ZCTA5 78102,28288,1752,3216,329,70,78102,5367,0.189727092760181
3434,ZCTA5 73132,27620,3734,839,458,209,73132,5240,0.18971759594496743
3435,ZCTA5 93516,2325,179,176,86,0,93516,441,0.1896774193548387
3436,ZCTA5 78832,3675,181,230,173,113,78832,697,0.18965986394557824
3437,ZCTA5 28052,34798,4076,1436,1048,39,28052,6599,0.1896373354790505
3438,ZCTA5 83822,1809,147,0,196,0,83822,343,0.18960751796572692
3439,ZCTA5 06266,538,22,57,23,0,6266,102,0.1895910780669145
3440,ZCTA5 06106,37393,4855,515,968,751,6106,7089,0.18958093760864334
3441,ZCTA5 38552,211,25,5,10,0,38552,40,0.1895734597156398
3442,ZCTA5 40515,36153,4441,1024,1188,200,40515,6853,0.1895555002351119
3443,ZCTA5 75433,2585,193,289,8,0,75433,490,0.1895551257253385
3444,ZCTA5 70403,30884,3577,1688,502,87,70403,5854,0.1895479860121746
3445,ZCTA5 75401,18608,1995,1190,275,67,75401,3527,0.18954213241616508
3446,ZCTA5 94086,48941,4791,1283,1656,1546,94086,9276,0.18953433726323532
3447,ZCTA5 71251,9038,718,892,93,10,71251,1713,0.18953308254038503
3448,ZCTA5 67871,4934,446,465,24,0,67871,935,0.18950141872719903
3449,ZCTA5 98279,628,34,20,65,0,98279,119,0.18949044585987262
3450,ZCTA5 84640,95,9,9,0,0,84640,18,0.18947368421052632
3451,ZCTA5 92301,33423,3437,1954,816,124,92301,6331,0.18942045896538312
3452,ZCTA5 92543,37209,5614,910,402,120,92543,7046,0.18936278857265715
3453,ZCTA5 62526,31883,4379,1134,454,70,62526,6037,0.1893485556566195
3454,ZCTA5 59029,713,20,91,22,2,59029,135,0.18934081346423562
3455,ZCTA5 79902,20316,2890,248,196,512,79902,3846,0.18930891907855876
3456,ZCTA5 90025,47320,5995,988,1231,744,90025,8958,0.1893068469991547
3457,ZCTA5 76704,7422,1038,332,32,3,76704,1405,0.18930207491242254
3458,ZCTA5 73034,43915,4387,2428,1197,301,73034,8313,0.18929750654673802
3459,ZCTA5 43322,354,59,8,0,0,43322,67,0.18926553672316385
3460,ZCTA5 76537,5585,580,307,170,0,76537,1057,0.1892569382273948
3461,ZCTA5 35582,4439,513,118,204,5,35582,840,0.18923180896598332
3462,ZCTA5 96097,9539,1171,414,204,16,96097,1805,0.18922318901352342
3463,ZCTA5 19562,2542,376,98,7,0,19562,481,0.18922108575924468
3464,ZCTA5 37214,29892,3152,962,1300,242,37214,5656,0.1892145055533253
3465,ZCTA5 89106,25534,4106,13,615,97,89106,4831,0.1891987154382392
3466,ZCTA5 80215,19157,1841,1202,563,18,80215,3624,0.18917367019888293
3467,ZCTA5 75090,24368,2959,1091,447,112,75090,4609,0.1891414970453053
3468,ZCTA5 85205,41754,5608,720,1215,354,85205,7897,0.1891315802078843
3469,ZCTA5 94568,53597,4654,3353,1288,841,94568,10136,0.18911506241020953
3470,ZCTA5 34737,2533,271,156,46,6,34737,479,0.18910382945124357
3471,ZCTA5 83702,22275,2737,317,1058,100,83702,4212,0.1890909090909091
3472,ZCTA5 04626,476,64,24,2,0,4626,90,0.18907563025210083
3473,ZCTA5 72432,6585,703,466,76,0,72432,1245,0.18906605922551253
3474,ZCTA5 83204,18132,1737,875,759,57,83204,3428,0.18905801897198324
3475,ZCTA5 24430,3693,84,614,0,0,24430,698,0.18900622799891686
3476,ZCTA5 85339,45373,6031,420,1944,179,85339,8574,0.18896700681021752
3477,ZCTA5 22939,5959,214,791,121,0,22939,1126,0.18895787883873133
3478,ZCTA5 72561,778,21,61,65,0,72561,147,0.18894601542416453
3479,ZCTA5 94703,21729,1645,1097,726,636,94703,4104,0.18887201435869114
3480,ZCTA5 97128,37760,4005,1731,1215,179,97128,7130,0.1888241525423729
3481,ZCTA5 75020,22079,2755,1124,225,65,75020,4169,0.18882195751619185
3482,ZCTA5 40215,20449,2978,730,88,65,40215,3861,0.1888111888111888
3483,ZCTA5 77901,42509,5735,1694,436,161,77901,8026,0.1888070761485803
3484,ZCTA5 04063,482,9,47,35,0,4063,91,0.1887966804979253
3485,ZCTA5 63130,28529,2982,926,1351,126,63130,5385,0.18875530162291002
3486,ZCTA5 14228,21866,2299,836,544,448,14228,4127,0.18874051038141407
3487,ZCTA5 98626,23806,3183,466,747,97,98626,4493,0.18873393262202806
3488,ZCTA5 98310,20752,2464,571,817,64,98310,3916,0.1887047031611411
3489,ZCTA5 06069,2406,249,73,126,6,6069,454,0.1886949293433084
3490,ZCTA5 80023,21209,448,1885,1476,193,80023,4002,0.18869347918336554
3491,ZCTA5 47361,212,28,12,0,0,47361,40,0.18867924528301888
3492,ZCTA5 04005,23163,2439,974,927,30,4005,4370,0.1886629538488106
3493,ZCTA5 35051,8889,895,737,37,8,35051,1677,0.18866014174822815
3494,ZCTA5 34116,35994,4518,866,499,907,34116,6790,0.18864255153636716
3495,ZCTA5 82443,4512,413,232,185,21,82443,851,0.1886081560283688
3496,ZCTA5 45431,27815,2003,1301,1566,376,45431,5246,0.18860327161603452
3497,ZCTA5 81044,228,0,29,14,0,81044,43,0.18859649122807018
3498,ZCTA5 52404,38839,4236,1865,1068,155,52404,7324,0.18857334122917685
3499,ZCTA5 30315,34917,3728,1679,1073,104,30315,6584,0.18856144571412206
3500,ZCTA5 74037,18127,2245,574,472,127,74037,3418,0.18855850388922601
3501,ZCTA5 97405,45934,5680,1092,1494,395,97405,8661,0.18855314146383942
3502,ZCTA5 93711,38027,4921,1312,362,575,93711,7170,0.1885502406185079
3503,ZCTA5 89183,40029,5458,13,1938,138,89183,7547,0.18853830972544905
3504,ZCTA5 22810,801,51,73,27,0,22810,151,0.18851435705368288
3505,ZCTA5 21230,34611,3134,1826,1440,124,21230,6524,0.18849498714281587
3506,ZCTA5 04693,382,59,3,6,4,4693,72,0.18848167539267016
3507,ZCTA5 20899,260,32,0,6,11,20899,49,0.18846153846153846
3508,ZCTA5 99709,29850,3837,609,950,229,99709,5625,0.1884422110552764
3509,ZCTA5 97392,6602,896,286,56,6,97392,1244,0.18842774916691912
3510,ZCTA5 48917,31981,2041,3201,353,431,48917,6026,0.18842437697382822
3511,ZCTA5 50163,812,58,52,43,0,50163,153,0.18842364532019704
3512,ZCTA5 85138,35932,2520,1795,2309,146,85138,6770,0.18841144383836134
3513,ZCTA5 64129,8800,1302,93,237,26,64129,1658,0.18840909090909091
3514,ZCTA5 37921,26294,3213,892,818,31,37921,4954,0.1884080018255115
3515,ZCTA5 99801,29879,3219,637,1536,237,99801,5629,0.18839318584959336
3516,ZCTA5 95610,45374,5377,2175,722,274,95610,8548,0.18838982677304184
3517,ZCTA5 63471,637,34,0,86,0,63471,120,0.18838304552590268
3518,ZCTA5 52146,892,41,76,51,0,52146,168,0.18834080717488788
3519,ZCTA5 92275,2315,30,304,102,0,92275,436,0.18833693304535637
3520,ZCTA5 97701,67561,6798,1749,3549,624,97701,12720,0.18827430026198547
3521,ZCTA5 72366,2114,223,93,82,0,72366,398,0.18826868495742669
3522,ZCTA5 68315,85,0,14,0,2,68315,16,0.18823529411764706
3523,ZCTA5 84060,8442,837,88,473,191,84060,1589,0.18822553897180763
3524,ZCTA5 79039,951,0,143,36,0,79039,179,0.1882229232386961
3525,ZCTA5 02907,30243,3929,135,762,866,2907,5692,0.18820884171543828
3526,ZCTA5 29406,33274,3277,1704,1068,213,29406,6262,0.18819498707699706
3527,ZCTA5 78371,271,51,0,0,0,78371,51,0.1881918819188192
3528,ZCTA5 28303,28852,3090,363,1720,256,28303,5429,0.18816719811451546
3529,ZCTA5 98003,49169,5771,1043,1534,902,98003,9250,0.188126665175212
3530,ZCTA5 74820,31068,3697,1451,656,39,74820,5843,0.18807132741084073
3531,ZCTA5 06702,3015,313,106,137,11,6702,567,0.1880597014925373
3532,ZCTA5 45872,4052,451,267,17,27,45872,762,0.1880552813425469
3533,ZCTA5 32819,27153,2549,1158,1075,324,32819,5106,0.18804551983206275
3534,ZCTA5 79930,27645,3416,560,813,409,79930,5198,0.18802676795080484
3535,ZCTA5 78634,30246,2891,1750,884,162,78634,5687,0.1880248627917741
3536,ZCTA5 79705,40389,3733,2348,1315,198,79705,7594,0.18802149100002477
3537,ZCTA5 20171,49773,5449,876,2300,732,20171,9357,0.1879934904466277
3538,ZCTA5 80033,24943,2503,1384,673,129,80033,4689,0.18798861404001121
3539,ZCTA5 89042,979,91,0,73,20,89042,184,0.18794688457609807
3540,ZCTA5 37185,8419,1149,286,73,74,37185,1582,0.18790830264877065
3541,ZCTA5 08330,27500,3104,1423,602,38,8330,5167,0.18789090909090908
3542,ZCTA5 22033,39657,4020,1470,1215,744,22033,7449,0.18783569105076026
3543,ZCTA5 92342,6471,540,635,6,34,92342,1215,0.18776077885952713
3544,ZCTA5 08540,48749,2603,2292,2837,1421,8540,9153,0.1877576975937968
3545,ZCTA5 77351,33437,2799,2685,365,429,77351,6278,0.18775607859556778
3546,ZCTA5 31903,18833,2910,147,447,32,31903,3536,0.18775553549620347
3547,ZCTA5 32218,61083,7794,1496,2029,149,32218,11468,0.18774454430856377
3548,ZCTA5 79788,554,41,20,43,0,79788,104,0.18772563176895307
3549,ZCTA5 43543,7735,1286,85,81,0,43543,1452,0.18771816418875242
3550,ZCTA5 28211,30409,3378,758,1408,164,28211,5708,0.18770758656976552
3551,ZCTA5 79109,43696,4086,3133,812,170,79109,8201,0.18768308311973636
3552,ZCTA5 80610,3181,324,178,84,11,80610,597,0.1876768311851619
3553,ZCTA5 79261,357,28,30,5,4,79261,67,0.1876750700280112
3554,ZCTA5 99519,469,55,29,4,0,99519,88,0.18763326226012794
3555,ZCTA5 27262,24118,2486,898,908,233,27262,4525,0.18761920557260137
3556,ZCTA5 68164,28597,4000,512,743,110,68164,5365,0.1876070916529706
3557,ZCTA5 72001,677,109,10,8,0,72001,127,0.18759231905465287
3558,ZCTA5 20745,28151,3207,279,1723,70,20745,5279,0.18752442186778445
3559,ZCTA5 84667,384,23,49,0,0,84667,72,0.1875
3560,ZCTA5 19931,240,28,2,15,0,19931,45,0.1875
3561,ZCTA5 71922,64,4,8,0,0,71922,12,0.1875
3562,ZCTA5 57046,864,155,7,0,0,57046,162,0.1875
3563,ZCTA5 67425,752,43,85,13,0,67425,141,0.1875
3564,ZCTA5 72421,576,47,56,5,0,72421,108,0.1875
3565,ZCTA5 63353,4411,668,112,38,9,63353,827,0.18748583087735207
3566,ZCTA5 28347,2283,21,381,26,0,28347,428,0.18747262374069207
3567,ZCTA5 33009,40883,3763,1764,985,1152,33009,7664,0.18746178118044174
3568,ZCTA5 08733,2694,165,186,111,43,8733,505,0.1874536005939124
3569,ZCTA5 32578,32343,2679,453,2371,559,32578,6062,0.1874285007575055
3570,ZCTA5 30345,25309,3026,1099,428,190,30345,4743,0.18740369038681892
3571,ZCTA5 56601,33966,3094,2511,676,84,56601,6365,0.18739327562856975
3572,ZCTA5 29482,2108,268,14,113,0,29482,395,0.18738140417457305
3573,ZCTA5 82901,28840,3436,621,1301,46,82901,5404,0.18737864077669902
3574,ZCTA5 39530,7867,817,345,306,6,39530,1474,0.18736494216346766
3575,ZCTA5 13502,31895,3621,1754,396,205,13502,5976,0.1873647907195485
3576,ZCTA5 55069,5237,224,659,95,3,55069,981,0.18732098529692573
3577,ZCTA5 61811,678,96,24,6,1,61811,127,0.1873156342182891
3578,ZCTA5 89122,49423,7200,15,1843,199,89122,9257,0.1873014588349554
3579,ZCTA5 33626,29621,2691,1109,1404,344,33626,5548,0.18729955099422707
3580,ZCTA5 78258,45838,4768,1160,1953,703,78258,8584,0.1872682054190846
3581,ZCTA5 13045,28965,3611,1462,295,56,13045,5424,0.18726048679440704
3582,ZCTA5 38118,37985,6241,134,539,199,38118,7113,0.18725812820850335
3583,ZCTA5 78744,48223,5985,1403,1304,337,78744,9029,0.18723430728075816
3584,ZCTA5 72635,3851,322,239,155,5,72635,721,0.18722409763697742
3585,ZCTA5 65251,21565,1333,2272,406,26,65251,4037,0.18720148388592628
3586,ZCTA5 39840,5027,640,263,38,0,39840,941,0.1871891784364432
3587,ZCTA5 46222,35764,4728,872,830,264,46222,6694,0.1871714573313947
3588,ZCTA5 78358,561,57,29,19,0,78358,105,0.18716577540106952
3589,ZCTA5 24083,3334,443,70,111,0,24083,624,0.1871625674865027
3590,ZCTA5 24017,23643,2318,1062,906,139,24017,4425,0.1871589899758914
3591,ZCTA5 83530,5621,562,356,134,0,83530,1052,0.18715531044298167
3592,ZCTA5 28306,41208,3811,847,2769,285,28306,7712,0.18714812657736363
3593,ZCTA5 97030,36896,4605,1033,1216,49,97030,6903,0.18709345186470078
3594,ZCTA5 30002,5794,682,284,84,34,30002,1084,0.18709009319986192
3595,ZCTA5 33615,45114,4723,1175,1735,807,33615,8440,0.18708161546304916
3596,ZCTA5 72472,8986,759,699,223,0,72472,1681,0.18706877364789673
3597,ZCTA5 78224,20560,2931,600,147,168,78224,3846,0.18706225680933852
3598,ZCTA5 20032,42061,4810,0,2834,224,20032,7868,0.18706164855804663
3599,ZCTA5 49653,1989,227,64,81,0,49653,372,0.1870286576168929
3600,ZCTA5 59347,262,7,20,22,0,59347,49,0.18702290076335878
3601,ZCTA5 03860,4369,374,116,327,0,3860,817,0.18699931334401465
3602,ZCTA5 61519,230,23,16,4,0,61519,43,0.18695652173913044
3603,ZCTA5 48435,2129,275,123,0,0,48435,398,0.18694222639736965
3604,ZCTA5 89301,7854,729,670,65,4,89301,1468,0.1869111280875987
3605,ZCTA5 98366,33038,3752,1212,1166,45,98366,6175,0.18690598704522066
3606,ZCTA5 44677,2398,389,56,3,0,44677,448,0.18682235195996663
3607,ZCTA5 43214,25956,3675,492,425,257,43214,4849,0.18681615040838342
3608,ZCTA5 44017,18746,2227,802,395,78,44017,3502,0.18681318681318682
3609,ZCTA5 84069,530,78,8,13,0,84069,99,0.18679245283018867
3610,ZCTA5 18231,439,22,27,33,0,18231,82,0.1867881548974943
3611,ZCTA5 30082,28623,2835,1210,1182,119,30082,5346,0.18677287496069594
3612,ZCTA5 94925,9777,488,759,511,68,94925,1826,0.18676485629538714
3613,ZCTA5 77904,27808,3758,1085,263,87,77904,5193,0.18674482163406214
3614,ZCTA5 79226,2865,184,210,141,0,79226,535,0.18673647469458987
3615,ZCTA5 28785,7792,808,269,378,0,28785,1455,0.1867299794661191
3616,ZCTA5 76112,40894,5770,1219,454,193,76112,7636,0.18672665916760406
3617,ZCTA5 67665,4981,231,247,452,0,67665,930,0.18670949608512347
3618,ZCTA5 65672,9373,928,357,465,0,65672,1750,0.18670649738610903
3619,ZCTA5 74403,30319,3251,1542,823,44,74403,5660,0.18668161878689932
3620,ZCTA5 19731,300,56,0,0,0,19731,56,0.18666666666666668
3621,ZCTA5 49808,225,27,5,10,0,49808,42,0.18666666666666668
3622,ZCTA5 50066,225,22,20,0,0,50066,42,0.18666666666666668
3623,ZCTA5 79245,2384,301,99,40,5,79245,445,0.18666107382550334
3624,ZCTA5 98597,23653,1900,1480,934,101,98597,4415,0.18665708366803366
3625,ZCTA5 80304,26655,2140,1275,1229,331,80304,4975,0.18664415681860813
3626,ZCTA5 06279,5824,431,453,172,31,6279,1087,0.18664148351648352
3627,ZCTA5 45662,29868,3756,1145,645,28,45662,5574,0.18662113298513458
3628,ZCTA5 43016,35719,3497,1275,828,1065,43016,6665,0.18659536941123772
3629,ZCTA5 38671,37006,3797,859,2106,143,38671,6905,0.1865913635626655
3630,ZCTA5 19382,54029,5119,3299,1353,310,19382,10081,0.18658498213922153
3631,ZCTA5 45406,19225,2539,530,476,42,45406,3587,0.18657997399219767
3632,ZCTA5 30060,40193,4896,1482,810,311,30060,7499,0.18657477670241088
3633,ZCTA5 95126,35462,4176,1074,608,758,95126,6616,0.18656590152839658
3634,ZCTA5 99301,77443,7054,5762,1222,407,99301,14445,0.1865242823754245
3635,ZCTA5 74954,5078,599,112,236,0,74954,947,0.18649074438755414
3636,ZCTA5 77623,429,24,56,0,0,77623,80,0.1864801864801865
3637,ZCTA5 26415,3679,80,498,108,0,26415,686,0.18646371296547976
3638,ZCTA5 45369,3427,509,63,67,0,45369,639,0.18646046104464548
3639,ZCTA5 85539,4564,625,194,7,25,85539,851,0.1864592462751972
3640,ZCTA5 23238,25677,2523,1900,338,26,23238,4787,0.18643143669431786
3641,ZCTA5 27713,53490,4949,2531,1923,569,27713,9972,0.18642736960179473
3642,ZCTA5 30286,21827,3206,668,195,0,30286,4069,0.18642048838594402
3643,ZCTA5 48503,25685,3671,580,436,101,48503,4788,0.1864123029005256
3644,ZCTA5 34119,31275,2476,1253,1718,383,34119,5830,0.18641087130295764
3645,ZCTA5 75969,3965,571,136,32,0,75969,739,0.18638083228247163
3646,ZCTA5 53226,18669,1898,820,617,144,53226,3479,0.18635170603674542
3647,ZCTA5 68336,526,58,39,1,0,68336,98,0.18631178707224336
3648,ZCTA5 40117,2673,315,53,130,0,40117,498,0.186307519640853
3649,ZCTA5 84744,306,0,7,50,0,84744,57,0.18627450980392157
3650,ZCTA5 04401,44019,4826,1777,1502,94,4401,8199,0.18626047842976895
3651,ZCTA5 30033,32648,2617,1814,928,721,30033,6080,0.1862288654741485
3652,ZCTA5 29335,5880,532,464,99,0,29335,1095,0.18622448979591838
3653,ZCTA5 85602,8982,890,627,155,0,85602,1672,0.18615007793364508
3654,ZCTA5 15204,8370,1237,128,82,111,15204,1558,0.1861409796893668
3655,ZCTA5 53032,4733,435,181,265,0,53032,881,0.1861398690048595
3656,ZCTA5 19970,8268,748,86,692,13,19970,1539,0.18613933236574745
3657,ZCTA5 68815,591,49,60,0,1,68815,110,0.18612521150592218
3658,ZCTA5 84005,28987,3007,1599,753,35,84005,5394,0.18608341670403974
3659,ZCTA5 67643,258,28,18,2,0,67643,48,0.18604651162790697
3660,ZCTA5 56276,215,35,4,1,0,56276,40,0.18604651162790697
3661,ZCTA5 12561,18612,1514,1597,212,139,12561,3462,0.18600902643455836
3662,ZCTA5 21529,457,79,6,0,0,21529,85,0.18599562363238512
3663,ZCTA5 80212,19231,1287,1474,802,13,80212,3576,0.18594976860277676
3664,ZCTA5 85546,20596,1693,1287,688,161,85546,3829,0.18590988541464362
3665,ZCTA5 76664,3728,353,295,38,7,76664,693,0.18589055793991416
3666,ZCTA5 15348,269,17,33,0,0,15348,50,0.18587360594795538
3667,ZCTA5 59024,382,29,26,14,2,59024,71,0.18586387434554974
3668,ZCTA5 54530,818,19,116,14,3,54530,152,0.18581907090464547
3669,ZCTA5 37206,25149,2705,320,1572,76,37206,4673,0.1858125571593304
3670,ZCTA5 32503,34078,3301,536,2319,176,32503,6332,0.1858090263513117
3671,ZCTA5 02451,18362,1575,498,758,580,2451,3411,0.18576407798714736
3672,ZCTA5 71854,36419,2684,1483,2597,0,71854,6764,0.18572723029188062
3673,ZCTA5 28430,2181,314,69,20,2,28430,405,0.1856946354883081
3674,ZCTA5 07201,27371,2671,985,625,801,7201,5082,0.1856709656205473
3675,ZCTA5 64850,23372,2337,1050,884,68,64850,4339,0.18564949512236864
3676,ZCTA5 02863,18935,2453,126,603,333,2863,3515,0.18563506733562185
3677,ZCTA5 89113,30238,4056,188,1223,146,89113,5613,0.18562735630663404
3678,ZCTA5 66211,4714,408,26,342,99,66211,875,0.18561731014000848
3679,ZCTA5 28349,2834,457,62,7,0,28349,526,0.18560338743824983
3680,ZCTA5 43232,44721,6372,1289,516,123,43232,8300,0.18559513427696162
3681,ZCTA5 42459,4068,638,104,13,0,42459,755,0.18559488692232054
3682,ZCTA5 49201,45442,4297,3154,772,210,49201,8433,0.18557721931253027
3683,ZCTA5 95531,23070,1872,1960,448,1,95531,4281,0.18556566970091026
3684,ZCTA5 23666,51430,3757,3608,1975,202,23666,9542,0.18553373517402294
3685,ZCTA5 73565,981,68,78,36,0,73565,182,0.18552497451580022
3686,ZCTA5 37020,5789,649,236,138,51,37020,1074,0.18552427016755915
3687,ZCTA5 37043,46756,4826,1046,2330,472,37043,8674,0.18551629737359912
3688,ZCTA5 22030,58851,4080,3230,2292,1315,22030,10917,0.18550237039302644
3689,ZCTA5 85035,57236,9379,242,825,171,85035,10617,0.18549514291704522
3690,ZCTA5 27604,47301,5594,1349,1376,455,27604,8774,0.18549290712669922
3691,ZCTA5 20850,51050,5037,631,2303,1498,20850,9469,0.18548481880509304
3692,ZCTA5 78404,18099,2263,864,197,33,78404,3357,0.18547986076578815
3693,ZCTA5 68360,550,25,77,0,0,68360,102,0.18545454545454546
3694,ZCTA5 94520,38023,4501,1462,377,711,94520,7051,0.18544039134208243
3695,ZCTA5 14530,5242,674,179,119,0,14530,972,0.18542541014879818
3696,ZCTA5 98340,2853,115,180,220,14,98340,529,0.18541885734314756
3697,ZCTA5 20002,63872,5741,0,5292,810,20002,11843,0.18541771042084168
3698,ZCTA5 44805,32473,3257,2211,307,246,44805,6021,0.18541557601699873
3699,ZCTA5 49838,507,44,47,0,3,49838,94,0.1854043392504931
3700,ZCTA5 04496,3835,65,379,235,32,4496,711,0.18539765319426335
3701,ZCTA5 50125,20169,2088,1247,322,81,50125,3738,0.18533392830581585
3702,ZCTA5 49076,4700,387,406,55,23,49076,871,0.1853191489361702
3703,ZCTA5 47879,3378,216,323,87,0,47879,626,0.1853167554766134
3704,ZCTA5 65470,939,114,60,0,0,65470,174,0.1853035143769968
3705,ZCTA5 13673,2245,285,53,75,3,13673,416,0.18530066815144766
3706,ZCTA5 29692,4636,130,678,51,0,29692,859,0.18528904227782572
3707,ZCTA5 72223,23403,2695,583,978,80,72223,4336,0.18527539204375507
3708,ZCTA5 94123,25514,2681,882,875,289,94123,4727,0.185270831700243
3709,ZCTA5 43224,43892,5224,680,1131,1096,43224,8131,0.1852501594823658
3710,ZCTA5 74035,4200,190,519,69,0,74035,778,0.18523809523809523
3711,ZCTA5 61244,23534,2463,1052,628,216,61244,4359,0.18522138183054304
3712,ZCTA5 60647,85970,12467,840,2067,545,60647,15919,0.18516924508549493
3713,ZCTA5 72949,9220,651,750,258,48,72949,1707,0.1851409978308026
3714,ZCTA5 21856,913,82,46,41,0,21856,169,0.1851040525739321
3715,ZCTA5 98901,31650,3755,953,974,176,98901,5858,0.185086887835703
3716,ZCTA5 65679,2534,315,43,111,0,65679,469,0.1850828729281768
3717,ZCTA5 46268,24838,2745,1058,681,113,46268,4597,0.18507931395442467
3718,ZCTA5 65625,8391,1208,247,98,0,65625,1553,0.18507925157907282
3719,ZCTA5 47928,2102,198,105,78,8,47928,389,0.18506184586108468
3720,ZCTA5 60112,4324,612,135,53,0,60112,800,0.18501387604070305
3721,ZCTA5 51564,427,15,22,41,1,51564,79,0.18501170960187355
3722,ZCTA5 33759,18275,2078,458,803,42,33759,3381,0.18500683994528044
3723,ZCTA5 29405,29289,4014,988,401,15,29405,5418,0.1849841237324593
3724,ZCTA5 83127,3541,234,183,225,13,83127,655,0.1849759954815024
3725,ZCTA5 22935,876,0,158,1,3,22935,162,0.18493150684931506
3726,ZCTA5 17535,2601,351,130,0,0,17535,481,0.18492887351018839
3727,ZCTA5 63780,6381,556,546,78,0,63780,1180,0.18492399310452906
3728,ZCTA5 85032,71798,9567,310,2534,865,85032,13276,0.1849076575949191
