,NAME,Estimate!!Total,Estimate!!Total!!Moved within same county,Estimate!!Total!!Moved from different county within same state,Estimate!!Total!!Moved from different state,Estimate!!Total!!Moved from abroad,zip code tabulation area,Movers Total,%Movers
3061,ZCTA5 32609,19769,2576,964,252,93,32609,3885,0.1965198037331175
3062,ZCTA5 65438,2448,230,197,7,47,65438,481,0.19648692810457516
3063,ZCTA5 31546,7986,525,234,741,69,31546,1569,0.19646882043576258
3064,ZCTA5 43605,25445,4241,517,220,21,43605,4999,0.19646295932403224
3065,ZCTA5 65803,40488,5243,1698,912,101,65803,7954,0.19645327010472238
3066,ZCTA5 95237,3487,574,93,13,5,95237,685,0.1964439346142816
3067,ZCTA5 85131,19279,1579,1466,306,436,85131,3787,0.1964313501737642
3068,ZCTA5 31206,25959,3849,937,313,0,31206,5099,0.1964251319388266
3069,ZCTA5 04424,779,125,20,8,0,4424,153,0.196405648267009
3070,ZCTA5 78363,29714,2861,1977,749,247,78363,5834,0.19633842633102241
3071,ZCTA5 37018,2073,164,205,38,0,37018,407,0.19633381572600098
3072,ZCTA5 97526,35095,4151,1413,1288,38,97526,6890,0.19632426271548653
3073,ZCTA5 27555,652,59,13,50,6,27555,128,0.19631901840490798
3074,ZCTA5 67579,3342,354,131,152,19,67579,656,0.19628964691801318
3075,ZCTA5 73008,19889,2638,856,372,38,73008,3904,0.1962894062044346
3076,ZCTA5 24161,484,0,95,0,0,24161,95,0.1962809917355372
3077,ZCTA5 17266,484,70,22,0,3,17266,95,0.1962809917355372
3078,ZCTA5 74653,3704,488,138,84,17,74653,727,0.1962742980561555
3079,ZCTA5 48120,7164,931,204,126,145,48120,1406,0.19625907314349525
3080,ZCTA5 74743,8297,967,282,379,0,74743,1628,0.19621549957816078
3081,ZCTA5 35036,367,64,8,0,0,35036,72,0.19618528610354224
3082,ZCTA5 92081,29146,4276,721,373,348,92081,5718,0.19618472517669663
3083,ZCTA5 76665,2508,260,167,56,9,76665,492,0.19617224880382775
3084,ZCTA5 32208,31850,5146,538,546,18,32208,6248,0.1961695447409733
3085,ZCTA5 55612,622,20,30,67,5,55612,122,0.19614147909967847
3086,ZCTA5 23455,48992,4371,1820,2613,803,23455,9607,0.19609323971260614
3087,ZCTA5 59642,51,10,0,0,0,59642,10,0.19607843137254902
3088,ZCTA5 73129,19406,2919,555,290,41,73129,3805,0.196073379367206
3089,ZCTA5 77074,40665,5223,802,722,1226,77074,7973,0.19606541251690643
3090,ZCTA5 84119,53031,7105,944,1868,480,84119,10397,0.1960551375610492
3091,ZCTA5 48340,25547,3495,924,368,221,48340,5008,0.19603084510901475
3092,ZCTA5 76470,3470,359,271,34,16,76470,680,0.19596541786743515
3093,ZCTA5 75482,24709,3218,1189,412,23,75482,4842,0.19596098587559188
3094,ZCTA5 36322,9109,657,462,551,115,36322,1785,0.19596003952135252
3095,ZCTA5 92126,81211,9454,1679,3110,1669,92126,15912,0.19593404834320474
3096,ZCTA5 53719,30628,4025,547,1186,243,53719,6001,0.19593182708632623
3097,ZCTA5 79748,245,0,0,48,0,79748,48,0.19591836734693877
3098,ZCTA5 43222,4416,561,232,72,0,43222,865,0.1958786231884058
3099,ZCTA5 76137,59019,7288,1697,2119,451,76137,11555,0.19578440841085074
3100,ZCTA5 83201,37271,4786,1325,918,268,83201,7297,0.19578224356738483
3101,ZCTA5 89166,21797,2476,123,1570,98,89166,4267,0.1957608845253934
3102,ZCTA5 64506,23953,1929,2177,554,28,64506,4688,0.1957166116979084
3103,ZCTA5 76513,37363,3838,2181,1016,277,76513,7312,0.19570162995476809
3104,ZCTA5 92103,34365,4343,799,1160,423,92103,6725,0.19569329259420923
3105,ZCTA5 28736,603,111,7,0,0,28736,118,0.1956882255389718
3106,ZCTA5 81226,8934,772,220,702,54,81226,1748,0.19565704051936422
3107,ZCTA5 23227,25096,2447,1988,439,35,23227,4909,0.19560886197003508
3108,ZCTA5 83607,24401,2910,960,844,59,83607,4773,0.1956067374287939
3109,ZCTA5 97801,20619,2510,824,612,87,97801,4033,0.19559629467966438
3110,ZCTA5 85730,37842,5706,419,1040,236,85730,7401,0.19557634374504518
3111,ZCTA5 57221,721,86,42,13,0,57221,141,0.1955617198335645
3112,ZCTA5 85742,27516,3768,298,1234,79,85742,5379,0.19548626253815962
3113,ZCTA5 20785,36986,4901,588,1524,217,20785,7230,0.1954793705726491
3114,ZCTA5 77304,30294,3342,1855,544,180,77304,5921,0.19545124447085233
3115,ZCTA5 49508,40254,6260,877,294,436,49508,7867,0.1954339941372286
3116,ZCTA5 93101,31408,4334,1088,391,325,93101,6138,0.19542791645440652
3117,ZCTA5 32836,19893,2046,296,1230,315,32836,3887,0.19539536520384054
3118,ZCTA5 66604,22401,3037,863,441,36,66604,4377,0.19539306280969598
3119,ZCTA5 84116,34336,4331,592,1540,246,84116,6709,0.1953925908667288
3120,ZCTA5 63334,8936,507,1064,155,20,63334,1746,0.19538943598925693
3121,ZCTA5 64477,3506,264,255,161,5,64477,685,0.19537934968625215
3122,ZCTA5 63111,20858,3340,491,174,70,63111,4075,0.19536868347876116
3123,ZCTA5 84639,993,66,82,46,0,84639,194,0.19536757301107754
3124,ZCTA5 63146,29872,3528,834,1074,400,63146,5836,0.19536689876807714
3125,ZCTA5 59755,215,15,16,5,6,59755,42,0.19534883720930232
3126,ZCTA5 67530,18712,2515,545,479,116,67530,3655,0.19532920051303976
3127,ZCTA5 67501,26185,2756,1683,563,112,67501,5114,0.19530265419133092
3128,ZCTA5 03264,7276,274,412,729,6,3264,1421,0.19529961517317207
3129,ZCTA5 45859,507,83,16,0,0,45859,99,0.1952662721893491
3130,ZCTA5 53144,27083,2845,1270,1147,26,53144,5288,0.19525163386626296
3131,ZCTA5 65065,6869,720,340,280,1,65065,1341,0.19522492356966079
3132,ZCTA5 32827,9364,886,382,379,181,32827,1828,0.1952157197778727
3133,ZCTA5 23504,22801,2040,1647,720,44,23504,4451,0.19521073637121178
3134,ZCTA5 37862,23083,2416,680,1013,397,37862,4506,0.1952085950699649
3135,ZCTA5 72354,2439,288,173,10,5,72354,476,0.1951619516195162
3136,ZCTA5 99668,82,11,0,5,0,99668,16,0.1951219512195122
3137,ZCTA5 92020,57947,7999,639,1052,1614,92020,11304,0.19507480973993477
3138,ZCTA5 78750,30449,2223,2280,1079,357,78750,5939,0.19504745640250912
3139,ZCTA5 98444,33590,4770,721,820,240,98444,6551,0.19502828222685323
3140,ZCTA5 58701,32321,3911,662,1216,514,58701,6303,0.1950125305528913
3141,ZCTA5 32901,24468,2471,749,949,602,32901,4771,0.19498937387608306
3142,ZCTA5 23462,62824,6151,3124,2615,360,23462,12250,0.19498917611104036
3143,ZCTA5 60912,518,76,23,2,0,60912,101,0.19498069498069498
3144,ZCTA5 97236,40349,4873,1521,716,757,97236,7867,0.1949738531314283
3145,ZCTA5 11201,61713,3676,4538,2658,1160,11201,12032,0.19496702477597913
3146,ZCTA5 75150,61590,8806,1776,1120,306,75150,12008,0.1949667153758727
3147,ZCTA5 22901,34726,2554,2758,1177,281,22901,6770,0.19495478891896562
3148,ZCTA5 68665,831,64,58,40,0,68665,162,0.19494584837545126
3149,ZCTA5 34741,45329,3634,2686,928,1588,34741,8836,0.1949303977586093
3150,ZCTA5 82720,826,16,41,104,0,82720,161,0.19491525423728814
3151,ZCTA5 99921,1965,243,68,72,0,99921,383,0.19491094147582697
3152,ZCTA5 77081,50916,7904,642,439,939,77081,9924,0.1949092623144002
3153,ZCTA5 92264,19764,2120,945,577,210,92264,3852,0.19489981785063754
3154,ZCTA5 78656,2109,32,379,0,0,78656,411,0.19487908961593173
3155,ZCTA5 41171,5178,178,693,138,0,41171,1009,0.1948628814213982
3156,ZCTA5 77375,52028,6793,1879,1348,118,77375,10138,0.1948566156684862
3157,ZCTA5 59860,9752,829,525,539,7,59860,1900,0.1948318293683347
3158,ZCTA5 84115,26404,3879,595,503,167,84115,5144,0.1948189668232086
3159,ZCTA5 98828,2485,375,69,40,0,98828,484,0.19476861167002013
3160,ZCTA5 93309,58404,8394,2070,653,258,93309,11375,0.1947640572563523
3161,ZCTA5 19358,837,135,17,7,4,19358,163,0.19474313022700118
3162,ZCTA5 41735,190,5,32,0,0,41735,37,0.19473684210526315
3163,ZCTA5 33445,31982,3594,839,1442,353,33445,6228,0.19473453817772496
3164,ZCTA5 93720,46815,5807,1422,1361,526,93720,9116,0.19472391327565952
3165,ZCTA5 57476,416,31,38,12,0,57476,81,0.19471153846153846
3166,ZCTA5 71857,4797,590,65,279,0,71857,934,0.19470502397331665
3167,ZCTA5 92548,8136,1145,338,74,27,92548,1584,0.19469026548672566
3168,ZCTA5 93541,226,39,0,0,5,93541,44,0.19469026548672566
3169,ZCTA5 72585,488,95,0,0,0,72585,95,0.19467213114754098
3170,ZCTA5 51632,6940,545,505,301,0,51632,1351,0.1946685878962536
3171,ZCTA5 68833,375,9,50,14,0,68833,73,0.19466666666666665
3172,ZCTA5 99352,31016,3566,1486,865,120,99352,6037,0.19464147536755222
3173,ZCTA5 59871,298,49,4,5,0,59871,58,0.19463087248322147
3174,ZCTA5 75494,9398,569,869,391,0,75494,1829,0.19461587571823794
3175,ZCTA5 77475,889,35,121,17,0,77475,173,0.19460067491563554
3176,ZCTA5 83852,884,105,15,52,0,83852,172,0.19457013574660634
3177,ZCTA5 85137,2570,212,231,27,30,85137,500,0.19455252918287938
3178,ZCTA5 83704,39956,5084,1215,1325,149,83704,7773,0.1945389928921814
3179,ZCTA5 15435,622,121,0,0,0,15435,121,0.1945337620578778
3180,ZCTA5 31792,23653,2530,871,1107,93,31792,4601,0.1945207796051241
3181,ZCTA5 32095,9814,1099,311,427,72,32095,1909,0.19451803545954757
3182,ZCTA5 44107,49858,7038,1607,797,253,44107,9695,0.19445224437402223
3183,ZCTA5 99335,252,15,24,10,0,99335,49,0.19444444444444445
3184,ZCTA5 48440,252,25,20,2,2,48440,49,0.19444444444444445
3185,ZCTA5 90045,40823,5547,879,1111,400,90045,7937,0.19442471155965999
3186,ZCTA5 33194,8355,724,705,30,165,33194,1624,0.19437462597247157
3187,ZCTA5 46168,34057,2601,2961,968,89,46168,6619,0.19435064744399094
3188,ZCTA5 27916,885,101,46,25,0,27916,172,0.1943502824858757
3189,ZCTA5 30350,38963,2903,2522,1810,337,30350,7572,0.1943382183096784
3190,ZCTA5 04864,4698,217,527,169,0,4864,913,0.19433801617709665
3191,ZCTA5 34482,25047,1089,2829,901,47,34482,4866,0.1942747634447239
3192,ZCTA5 42240,41193,5231,1067,1666,33,42240,7997,0.19413492583691405
3193,ZCTA5 72051,850,143,0,22,0,72051,165,0.19411764705882353
3194,ZCTA5 74630,747,84,57,4,0,74630,145,0.19410977242302543
3195,ZCTA5 45503,32004,4480,1138,547,47,45503,6212,0.19410073740782402
3196,ZCTA5 57049,6327,365,171,563,129,57049,1228,0.19408882566777302
3197,ZCTA5 31550,773,96,23,31,0,31550,150,0.19404915912031048
3198,ZCTA5 85635,33278,3342,767,2011,337,85635,6457,0.19403209327483623
3199,ZCTA5 21801,29797,3370,1548,809,54,21801,5781,0.19401282008255866
3200,ZCTA5 49930,7211,690,297,262,150,49930,1399,0.19400915268340035
3201,ZCTA5 40360,6722,832,273,143,56,40360,1304,0.1939898839631062
3202,ZCTA5 70506,41032,5328,1291,1168,172,70506,7959,0.1939705595632677
3203,ZCTA5 41360,464,67,23,0,0,41360,90,0.1939655172413793
3204,ZCTA5 85224,43629,5799,272,1912,479,85224,8462,0.1939535629970891
3205,ZCTA5 47302,26491,4119,529,451,39,47302,5138,0.1939526631686233
3206,ZCTA5 97477,36358,5384,685,835,146,97477,7050,0.19390505528356897
3207,ZCTA5 84070,27988,3842,525,607,453,84070,5427,0.19390453051307704
3208,ZCTA5 95469,2001,259,114,15,0,95469,388,0.19390304847576212
3209,ZCTA5 55305,20653,2319,863,602,220,55305,4004,0.19387013993124486
3210,ZCTA5 42718,25340,3070,1145,558,139,42718,4912,0.19384372533543803
3211,ZCTA5 96738,6593,911,133,176,58,96738,1278,0.19384195358713788
3212,ZCTA5 10038,22596,1912,886,1217,365,10038,4380,0.1938396176314392
3213,ZCTA5 31830,2559,178,282,29,7,31830,496,0.19382571316920671
3214,ZCTA5 77079,33450,3960,660,401,1461,77079,6482,0.1937817638266069
3215,ZCTA5 76624,1894,244,123,0,0,76624,367,0.19376979936642028
3216,ZCTA5 72444,1807,157,193,0,0,72444,350,0.1936912008854455
3217,ZCTA5 97103,17719,1899,529,980,24,97103,3432,0.1936903888481291
3218,ZCTA5 76040,31473,3721,864,960,551,76040,6096,0.1936898293775617
3219,ZCTA5 03801,22418,2046,391,1831,74,3801,4342,0.1936836470693193
3220,ZCTA5 98584,36591,2984,2882,940,281,98584,7087,0.1936815063813506
3221,ZCTA5 35044,7255,865,508,32,0,35044,1405,0.19365954514128186
3222,ZCTA5 43223,25608,4244,537,162,16,43223,4959,0.19365042174320524
3223,ZCTA5 45658,2960,329,121,112,11,45658,573,0.19358108108108107
3224,ZCTA5 43078,20246,2508,1176,175,60,43078,3919,0.19356910006914946
3225,ZCTA5 66049,30430,3910,925,961,94,66049,5890,0.19355898784094644
3226,ZCTA5 49826,186,36,0,0,0,49826,36,0.1935483870967742
3227,ZCTA5 57346,62,0,12,0,0,57346,12,0.1935483870967742
3228,ZCTA5 51446,558,7,75,26,0,51446,108,0.1935483870967742
3229,ZCTA5 94103,28558,2357,1313,1339,517,94103,5526,0.19350094544435884
3230,ZCTA5 21223,23226,3502,526,384,82,21223,4494,0.19349005424954793
3231,ZCTA5 96761,22818,2539,382,996,498,96761,4415,0.19348759751073713
3232,ZCTA5 58448,274,49,1,3,0,58448,53,0.19343065693430658
3233,ZCTA5 32692,274,0,0,53,0,32692,53,0.19343065693430658
3234,ZCTA5 54303,27190,3704,528,927,100,54303,5259,0.1934166973151894
3235,ZCTA5 85901,18194,1781,846,859,33,85901,3519,0.1934154116741783
3236,ZCTA5 28463,9710,547,921,410,0,28463,1878,0.19340885684860967
3237,ZCTA5 47247,181,12,10,13,0,47247,35,0.19337016574585636
3238,ZCTA5 80111,32660,1668,2274,1806,567,80111,6315,0.19335578689528476
3239,ZCTA5 77590,30963,3745,1400,538,303,77590,5986,0.19332751994315797
3240,ZCTA5 90404,22588,2896,317,740,412,90404,4365,0.19324420046042146
3241,ZCTA5 96826,31689,4311,115,750,947,96826,6123,0.1932216226450819
3242,ZCTA5 80120,31539,2041,2334,1516,202,80120,6093,0.19318938457148294
3243,ZCTA5 80920,39207,4334,509,2559,171,80920,7573,0.19315428367383375
3244,ZCTA5 43219,30003,4625,514,558,98,43219,5795,0.19314735193147353
3245,ZCTA5 43068,54701,5522,3478,1295,269,43068,10564,0.19312261201806183
3246,ZCTA5 63136,44751,6184,1684,743,30,63136,8641,0.19309065719201807
3247,ZCTA5 57058,2025,162,151,78,0,57058,391,0.1930864197530864
3248,ZCTA5 99009,3657,609,97,0,0,99009,706,0.19305441618813235
3249,ZCTA5 95726,7988,832,596,84,30,95726,1542,0.19303955933900852
3250,ZCTA5 32606,23589,2560,896,679,418,32606,4553,0.19301369282292594
3251,ZCTA5 94599,3062,227,198,136,30,94599,591,0.19301110385369039
3252,ZCTA5 74055,44802,3806,2873,1755,213,74055,8647,0.19300477657247445
3253,ZCTA5 74446,456,45,43,0,0,74446,88,0.19298245614035087
3254,ZCTA5 46617,9338,814,256,617,115,46617,1802,0.19297494110087812
3255,ZCTA5 20708,26527,2947,1144,576,451,20708,5118,0.19293549967957177
3256,ZCTA5 72315,21485,2913,700,505,27,72315,4145,0.19292529671864092
3257,ZCTA5 85748,18092,2829,268,294,99,85748,3490,0.1929029405261994
3258,ZCTA5 08232,19103,2945,162,157,421,8232,3685,0.19290163848610167
3259,ZCTA5 49548,32860,4605,976,609,148,49548,6338,0.19287888009738283
3260,ZCTA5 33647,67121,6095,2562,2667,1622,33647,12946,0.19287555310558543
3261,ZCTA5 47803,20342,1987,1093,756,87,47803,3923,0.19285222691967358
3262,ZCTA5 46732,3516,291,261,126,0,46732,678,0.19283276450511946
3263,ZCTA5 97219,42275,3326,2142,1994,689,97219,8151,0.19280898876404495
3264,ZCTA5 98034,42660,4901,1007,1008,1308,98034,8224,0.19278012189404595
3265,ZCTA5 68933,882,69,65,33,3,68933,170,0.1927437641723356
3266,ZCTA5 97146,6392,549,335,337,11,97146,1232,0.1927409261576971
3267,ZCTA5 33073,34405,4484,795,583,769,33073,6631,0.19273361430024705
3268,ZCTA5 65203,57187,6656,1766,2043,556,65203,11021,0.19271862486229388
3269,ZCTA5 75904,33579,3991,1760,695,25,75904,6471,0.19270972929509514
3270,ZCTA5 96757,576,56,52,3,0,96757,111,0.19270833333333334
3271,ZCTA5 02130,39721,3607,1393,1996,658,2130,7654,0.19269404093552528
3272,ZCTA5 13424,2460,313,151,10,0,13424,474,0.1926829268292683
3273,ZCTA5 30297,27359,2021,2641,448,161,30297,5271,0.1926605504587156
3274,ZCTA5 81146,763,123,13,11,0,81146,147,0.1926605504587156
3275,ZCTA5 77554,8711,521,888,224,45,77554,1678,0.19263000803581679
3276,ZCTA5 79756,9480,1035,454,337,0,79756,1826,0.19261603375527425
3277,ZCTA5 68526,6682,920,215,93,59,68526,1287,0.1926070038910506
3278,ZCTA5 77021,26365,3855,433,725,64,77021,5077,0.1925659017637019
3279,ZCTA5 68305,4035,496,143,138,0,68305,777,0.19256505576208177
3280,ZCTA5 31210,33948,3571,2304,470,192,31210,6537,0.19255920820077765
3281,ZCTA5 63787,805,42,89,24,0,63787,155,0.19254658385093168
3282,ZCTA5 81641,3688,426,221,60,3,81641,710,0.19251626898047722
3283,ZCTA5 98056,35048,4966,548,942,290,98056,6746,0.19247888609906413
3284,ZCTA5 55421,27579,1597,3098,412,201,55421,5308,0.1924652815548062
3285,ZCTA5 57078,18862,1511,875,1189,55,57078,3630,0.19245042943484253
3286,ZCTA5 91384,28420,4513,331,573,52,91384,5469,0.19243490499648136
3287,ZCTA5 84105,22086,2753,345,995,157,84105,4250,0.19242959340758853
3288,ZCTA5 47342,2615,436,57,4,6,47342,503,0.19235181644359464
3289,ZCTA5 97222,36586,2967,2669,1287,113,97222,7036,0.19231399989066855
3290,ZCTA5 73107,24960,3490,466,590,254,73107,4800,0.19230769230769232
3291,ZCTA5 12975,260,0,33,17,0,12975,50,0.19230769230769232
3292,ZCTA5 13774,182,35,0,0,0,13774,35,0.19230769230769232
3293,ZCTA5 99638,26,5,0,0,0,99638,5,0.19230769230769232
3294,ZCTA5 85204,68336,10066,879,1704,485,85204,13134,0.1921973776633107
3295,ZCTA5 46032,48363,3650,3054,1835,756,46032,9295,0.1921923784711453
3296,ZCTA5 72422,4533,663,141,62,5,72422,871,0.19214648135892345
3297,ZCTA5 36088,4748,291,160,452,9,36088,912,0.19208087615838249
3298,ZCTA5 58601,26286,2435,684,1461,469,58601,5049,0.19207943391919652
3299,ZCTA5 98229,31779,3851,1424,696,133,98229,6104,0.19207652852512666
3300,ZCTA5 71962,526,5,86,10,0,71962,101,0.1920152091254753
3301,ZCTA5 43140,24379,1835,2514,276,56,43140,4681,0.19200951638705444
3302,ZCTA5 78723,34005,4415,848,776,490,78723,6529,0.1920011762976033
3303,ZCTA5 43615,39255,5768,1076,611,82,43615,7537,0.19200101897847408
3304,ZCTA5 23513,30617,3696,925,1173,84,23513,5878,0.19198484502074012
3305,ZCTA5 81435,5214,356,149,444,52,81435,1001,0.19198312236286919
3306,ZCTA5 29125,2131,308,101,0,0,29125,409,0.19192867198498356
3307,ZCTA5 46703,18058,2107,870,484,4,46703,3465,0.1918817144755787
3308,ZCTA5 63640,29067,3176,1781,548,72,63640,5577,0.1918670657446589
3309,ZCTA5 99665,73,3,4,7,0,99665,14,0.1917808219178082
3310,ZCTA5 99510,949,34,72,73,3,99510,182,0.1917808219178082
3311,ZCTA5 45156,73,4,0,10,0,45156,14,0.1917808219178082
3312,ZCTA5 54810,2211,209,111,101,3,54810,424,0.1917684305744007
3313,ZCTA5 80104,30365,3143,1209,1356,115,80104,5823,0.19176683681870574
3314,ZCTA5 40391,35129,3535,2268,873,59,40391,6735,0.19172193913860344
3315,ZCTA5 62561,5311,982,36,0,0,62561,1018,0.19167765016004518
3316,ZCTA5 39540,8864,723,579,377,20,39540,1699,0.19167418772563177
3317,ZCTA5 64109,9590,1078,235,498,27,64109,1838,0.1916579770594369
3318,ZCTA5 08401,37782,5733,694,563,251,8401,7241,0.19165210947011804
3319,ZCTA5 27610,77717,10702,2610,1257,325,27610,14894,0.19164404184412676
3320,ZCTA5 78052,7316,692,376,334,0,78052,1402,0.19163477310005467
3321,ZCTA5 69166,668,7,73,48,0,69166,128,0.19161676646706588
3322,ZCTA5 31322,25026,2100,806,1754,135,31322,4795,0.19160073523535523
3323,ZCTA5 33764,26055,2682,726,1267,317,33764,4992,0.19159470351180197
3324,ZCTA5 77470,428,43,0,0,39,77470,82,0.19158878504672897
3325,ZCTA5 29445,59102,3323,2595,5032,373,29445,11323,0.1915840411491997
3326,ZCTA5 01108,27525,3668,463,827,315,1108,5273,0.19157129881925522
3327,ZCTA5 89030,47742,7324,32,1611,178,89030,9145,0.19155041682376106
3328,ZCTA5 13642,9810,1076,699,67,37,13642,1879,0.19153924566768604
3329,ZCTA5 86314,38475,4127,1508,1641,93,86314,7369,0.1915269655620533
3330,ZCTA5 67566,611,48,16,53,0,67566,117,0.19148936170212766
3331,ZCTA5 67459,235,32,6,7,0,67459,45,0.19148936170212766
3332,ZCTA5 72672,282,27,27,0,0,72672,54,0.19148936170212766
3333,ZCTA5 30253,54574,4130,3840,2277,203,30253,10450,0.19148312383186133
3334,ZCTA5 89706,19678,1747,1010,921,90,89706,3768,0.19148287427584104
3335,ZCTA5 89509,34620,4637,386,1495,111,89509,6629,0.1914789139225881
3336,ZCTA5 57401,32521,3905,701,1404,217,57401,6227,0.191476276867255
3337,ZCTA5 05672,4387,443,57,291,49,5672,840,0.19147481194438112
3338,ZCTA5 62233,9641,592,1100,144,10,62233,1846,0.19147391349445078
3339,ZCTA5 53936,2523,128,191,147,17,53936,483,0.19143876337693222
3340,ZCTA5 67211,18694,2590,577,334,77,67211,3578,0.19139830961805926
3341,ZCTA5 83705,27541,3880,519,716,156,83705,5271,0.19138738607893685
3342,ZCTA5 35221,4760,793,40,69,9,35221,911,0.19138655462184873
3343,ZCTA5 75948,6146,343,340,493,0,75948,1176,0.19134396355353075
3344,ZCTA5 66091,277,53,0,0,0,66091,53,0.19133574007220217
3345,ZCTA5 23803,38221,3574,2990,544,205,23803,7313,0.19133460662986315
3346,ZCTA5 86442,33288,3624,314,2321,109,86442,6368,0.19130016822879115
3347,ZCTA5 89110,70634,11430,26,1770,285,89110,13511,0.1912818189540448
3348,ZCTA5 83651,33858,3716,1443,1288,29,83651,6476,0.19126941933959477
3349,ZCTA5 99216,25585,3171,465,1184,73,99216,4893,0.19124487004103968
3350,ZCTA5 92054,41630,5592,1213,958,198,92054,7961,0.19123228441028103
3351,ZCTA5 62844,2118,195,166,44,0,62844,405,0.19121813031161472
3352,ZCTA5 83271,455,22,54,11,0,83271,87,0.1912087912087912
3353,ZCTA5 90704,3886,621,21,101,0,90704,743,0.1911991765311374
3354,ZCTA5 43930,795,90,5,57,0,43930,152,0.19119496855345913
3355,ZCTA5 22802,29248,2371,2189,822,210,22802,5592,0.1911925601750547
3356,ZCTA5 75568,2391,152,292,0,13,75568,457,0.19113341698034295
3357,ZCTA5 63901,34717,4323,1221,1088,3,63901,6635,0.19111674395829134
3358,ZCTA5 76825,6677,959,278,39,0,76825,1276,0.19110378912685339
3359,ZCTA5 33901,20686,2637,468,653,194,33901,3952,0.19104708498501402
3360,ZCTA5 49642,759,37,66,42,0,49642,145,0.19104084321475626
3361,ZCTA5 52601,28476,3575,676,1080,109,52601,5440,0.19103806714426183
3362,ZCTA5 14585,89,4,0,13,0,14585,17,0.19101123595505617
3363,ZCTA5 90743,267,42,0,0,9,90743,51,0.19101123595505617
3364,ZCTA5 18455,89,6,5,6,0,18455,17,0.19101123595505617
3365,ZCTA5 53210,26615,4444,391,222,26,53210,5083,0.19098252864925794
3366,ZCTA5 70501,30754,3780,1036,1026,30,70501,5872,0.19093451258372895
3367,ZCTA5 85203,38403,5592,409,1220,111,85203,7332,0.19092258417311148
3368,ZCTA5 92394,34711,4711,1213,433,270,92394,6627,0.1909193051194146
3369,ZCTA5 59002,220,28,0,14,0,59002,42,0.19090909090909092
3370,ZCTA5 39073,19723,1937,1487,283,58,39073,3765,0.1908938802413426
3371,ZCTA5 85257,33182,4339,298,1552,144,85257,6333,0.1908564884575975
3372,ZCTA5 62432,414,56,13,10,0,62432,79,0.19082125603864733
3373,ZCTA5 80235,8633,782,535,315,15,80235,1647,0.1907795667786401
3374,ZCTA5 78757,24537,2731,750,1103,96,78757,4680,0.19073236336960508
3375,ZCTA5 60637,47023,6015,325,1858,770,60637,8968,0.19071518193224593
3376,ZCTA5 64466,430,41,41,0,0,64466,82,0.19069767441860466
3377,ZCTA5 33050,9309,836,382,414,143,33050,1775,0.19067569019228703
3378,ZCTA5 95834,27578,2987,1327,831,113,95834,5258,0.19065922111828268
3379,ZCTA5 82718,26011,2708,713,1425,113,82718,4959,0.19065010956902848
3380,ZCTA5 16335,27129,3246,1232,649,45,16335,5172,0.19064469755612076
3381,ZCTA5 29321,3116,499,83,12,0,29321,594,0.19062901155327341
3382,ZCTA5 67835,2859,248,209,88,0,67835,545,0.1906260930395243
3383,ZCTA5 95934,341,41,0,24,0,95934,65,0.1906158357771261
3384,ZCTA5 20877,38125,4666,914,838,848,20877,7266,0.19058360655737705
3385,ZCTA5 32570,30483,2935,1691,853,330,32570,5809,0.19056523308073353
3386,ZCTA5 35805,20719,2587,446,733,182,35805,3948,0.1905497369564168
3387,ZCTA5 99588,803,17,129,2,5,99588,153,0.19053549190535493
3388,ZCTA5 99656,21,0,4,0,0,99656,4,0.19047619047619047
3389,ZCTA5 82212,546,101,0,3,0,82212,104,0.19047619047619047
3390,ZCTA5 96814,19295,2334,40,849,452,96814,3675,0.1904638507385333
3391,ZCTA5 30083,57648,5325,3749,1644,260,30083,10978,0.1904315847904524
3392,ZCTA5 28174,9201,993,355,368,36,28174,1752,0.19041408542549723
3393,ZCTA5 48602,29743,4636,752,269,5,48602,5662,0.1903641192885721
3394,ZCTA5 39503,54136,6448,1521,2278,58,39503,10305,0.19035392345204669
3395,ZCTA5 83611,1923,45,164,154,3,83611,366,0.19032761310452417
3396,ZCTA5 21113,33422,3324,1283,1436,318,21113,6361,0.19032373885464665
3397,ZCTA5 84073,289,31,24,0,0,84073,55,0.1903114186851211
3398,ZCTA5 47957,1939,252,99,3,15,47957,369,0.19030428055698814
3399,ZCTA5 47909,41664,5809,1364,683,72,47909,7928,0.190284178187404
3400,ZCTA5 29203,38991,4496,2067,686,170,29203,7419,0.1902746787720243
3401,ZCTA5 76013,33349,3762,1071,545,967,76013,6345,0.19026057752856157
3402,ZCTA5 34243,32032,2672,1696,1417,309,34243,6094,0.19024725274725274
3403,ZCTA5 24290,1866,171,42,142,0,24290,355,0.1902465166130761
3404,ZCTA5 80468,410,78,0,0,0,80468,78,0.1902439024390244
3405,ZCTA5 59087,368,30,40,0,0,59087,70,0.19021739130434784
3406,ZCTA5 13695,184,0,27,8,0,13695,35,0.19021739130434784
3407,ZCTA5 75078,23306,2141,1113,1153,26,75078,4433,0.19020852999227666
3408,ZCTA5 52047,694,98,27,7,0,52047,132,0.19020172910662825
3409,ZCTA5 23603,3933,145,131,433,39,23603,748,0.19018560894991102
3410,ZCTA5 12084,4869,580,93,160,93,12084,926,0.19018278907373176
3411,ZCTA5 32233,24323,2452,609,1423,141,32233,4625,0.19014924145870163
